cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
CLI_020319,22,Feminino,Sul,Mensal,Pix,Básico,24.9,1,24,0,0,9,104,Mobile,Séries,,,"2,5",0
CLI_020320,57,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,29,6,0,1,30,51,Tablet,Esportes,"4,0",,"1,0",0
CLI_020321,24,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,8,15,1,2,11,44,mobile,Documentários,"4,5","4,0","4,5",0
CLI_020322,49,Feminino,Norte,Mensal,Pix,Premium,49.9,5,15,0,0,39,100,Tablet,Séries,"4,0",,"2,0",0
CLI_020323,33,Feminino,Centro-Oeste,Mensal,Boleto,Básico,24.9,35,16,0,1,42,68,Mobile,Séries,,"4,5","2,0",0
CLI_020324,23,Feminino,Sul,Anual,Crédito Recorrente,Padrão,32.0,3,42,0,3,0,7,mobile,Séries,"4,0",,"4,5",1
CLI_020325,31,Masculino,Nordeste,Mensal,Pix,Básico,24.9,30,36,0,1,0,49,Mobile,Novelas,"2,0",,"2,0",1
CLI_020326,45,Masculino,Sudeste,Mensal,Débito,Básico,24.9,24,40,0,1,0,143,TV,Esportes,"4,0",,"5,0",0
CLI_020327,37,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,8,23,0,0,19,68,mobile,Séries,"4,0","3,5","3,0",0
CLI_020328,52,,Sul,Mensal,Crédito Recorrente,Básico,24.9,1,15,0,3,19,29,Tablet,Séries,,"1,0","1,5",1
CLI_020329,56,Não Informar,Centro-Oeste,Mensal,Débito,Básico,24.9,10,4,0,0,34,100,Tablet,Documentários,,,"2,0",0
CLI_020330,22,,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,10,64,0,0,0,31,mobile,Infantil,"2,0",,"1,0",1
CLI_020331,21,Masculino,Sul,Mensal,Pix,Básico,24.9,3,11,0,0,78,75,Tablet,Documentários,"4,5",,"5,0",0
CLI_020332,21,Masculino,Norte,Mensal,Boleto,Básico,24.9,5,21,0,1,11,98,Mobile,Documentários,,"4,5","1,0",0
CLI_020333,26,Feminino,Sudeste,Mensal,Débito,Padrão,38.0,3,82,0,1,0,22,Tablet,Filmes,"1,0",,"2,5",1
CLI_020334,52,,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,18,49,0,1,0,35,Tablet,Infantil,"5,0",,"5,0",0
CLI_020335,45,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,40,21,0,1,12,56,TV,Filmes,"3,5",,"1,5",0
CLI_020336,30,Masculino,Norte,Mensal,Débito,Padrão,38.0,12,31,0,1,0,89,Mobile,Novelas,"3,5",,,0
CLI_020337,37,,Sudeste,Mensal,Débito,Padrão,38.0,31,78,0,0,0,81,tv,Séries,,,"4,5",0
CLI_020338,56,,Sudeste,Anual,Crédito Recorrente,Básico,22.0,17,37,0,1,0,37,Mobile,Esportes,"4,0",,"1,5",0
CLI_020339,62,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,1,23,0,0,5,125,mobile,Documentários,,"3,0",,0
CLI_020340,41,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,10,24,0,0,20,113,Tablet,Novelas,"4,0","4,0","1,5",0
CLI_020341,18,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,9,13,1,4,8,26,Mobile,Esportes,"2,5",,"4,5",1
CLI_020342,41,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,5,35,0,2,0,14,Desktop,Séries,"2,0",,"2,5",1
CLI_020343,50,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,3,7,0,0,127,119,tv,Documentários,"5,0",,"2,5",0
CLI_020344,40,,Nordeste,Mensal,Débito,Padrão,38.0,21,19,0,0,51,81,mobile,Esportes,"4,0","4,5","4,0",0
CLI_020345,47,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,37,18,0,2,17,94,Mobile,Esportes,"4,0",,"3,5",0
CLI_020346,42,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,32,17,0,2,53,102,tv,Esportes,"4,0","3,5","1,5",0
CLI_020347,21,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,0,78,46,TV,Novelas,,"4,5","4,5",0
CLI_020348,26,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,28,6,0,0,32,112,Desktop,Séries,"2,0",,,0
CLI_020349,33,Não Informar,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,14,27,0,0,10,11,TV,Séries,"3,5","4,5","3,0",0
CLI_020350,51,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,10,59,0,1,0,5,Desktop,Documentários,,,"3,5",1
CLI_020351,28,Feminino,Nordeste,Mensal,Boleto,Básico,24.9,2,34,0,2,0,15,Mobile,Novelas,"1,0",,"2,5",1
CLI_020352,43,Feminino,Centro-Oeste,Mensal,Boleto,Básico,24.9,29,13,0,1,55,117,Mobile,Séries,"3,5",,"3,5",0
CLI_020353,41,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,0,1,0,1,34,136,Mobile,Séries,,"4,5","4,5",0
CLI_020354,58,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,2,0,0,73,32,Mobile,Filmes,"3,5","3,5","5,0",0
CLI_020355,37,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,7,15,0,3,85,142,Desktop,Séries,"4,0",,"5,0",0
CLI_020356,18,Não Informar,Sudeste,Mensal,Débito Automático,Padrão,38.0,1,26,0,0,6,5,Mobile,Filmes,,"4,5","2,0",0
CLI_020357,46,,Sul,Anual,Crédito Recorrente,Básico,22.0,28,42,0,3,0,49,Tablet,Filmes,"1,5",,,1
CLI_020358,65,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,5,53,0,1,0,10,mobile,Esportes,"1,5",,"4,5",0
CLI_020359,47,Masculino,Nordeste,Mensal,Boleto,Premium,49.9,2,45,0,2,0,26,tv,Filmes,"1,5",,"1,0",1
CLI_020360,27,Masculino,Sul,Anual,Crédito Recorrente,Básico,22.0,0,0,1,0,13,15,TV,Séries,,"3,0",,0
CLI_020361,23,Masculino,Centro-Oeste,Mensal,Débito,Padrão,38.0,12,23,0,0,16,24,mobile,Séries,"3,5",,"2,5",0
CLI_020362,25,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,3,15,0,0,78,80,TV,Séries,,,"3,5",0
CLI_020363,64,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,7,26,0,1,15,80,tv,Filmes,"4,0","5,0","1,0",0
CLI_020364,33,,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,3,6,0,2,35,126,Tablet,Esportes,"3,5",,"4,0",0
CLI_020365,29,Feminino,Sul,Mensal,Débito Automático,Básico,24.9,9,12,0,2,84,111,Mobile,Filmes,,,"2,0",0
CLI_020366,35,,Norte,Mensal,Cartão de Crédito,Padrão,38.0,17,37,0,0,0,70,Mobile,Documentários,"4,5",,"3,5",0
CLI_020367,33,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,21,62,0,1,0,106,mobile,Esportes,"3,5",,"1,0",0
CLI_020368,58,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,13,75,0,3,0,50,mobile,Séries,"2,0",,"1,5",1
CLI_020369,24,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,9,15,0,2,66,63,tv,Novelas,"4,0","4,5","1,5",0
CLI_020370,53,Masculino,Norte,Anual,Crédito Recorrente,Premium,38.0,28,34,0,2,0,151,Tablet,Esportes,"4,0",,"3,0",0
CLI_020371,39,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,8,15,0,2,64,90,mobile,Filmes,,,"3,0",0
CLI_020372,53,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,9,11,0,1,77,111,Desktop,Filmes,,,"5,0",0
CLI_020373,58,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,24,39,0,2,0,28,Desktop,Séries,"2,0",,"3,0",1
CLI_020374,39,Masculino,Sul,Mensal,Débito,Básico,24.9,8,21,0,1,18,71,TV,Filmes,"3,5","4,5","2,5",0
CLI_020375,33,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,2,30,0,1,18,59,Desktop,Séries,,"4,0","4,0",0
CLI_020376,38,,Norte,Anual,Crédito Recorrente,Padrão,32.0,20,7,0,2,33,136,Desktop,Esportes,"4,0","4,0","3,0",0
CLI_020377,36,,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,2,38,0,0,0,60,mobile,Séries,"1,5",,"4,0",0
CLI_020378,18,Feminino,Sudeste,Mensal,Pix,Básico,24.9,38,35,0,1,0,124,mobile,Séries,,,"5,0",0
CLI_020379,58,Feminino,Sul,Mensal,Pix,Padrão,38.0,1,10,0,0,109,159,Mobile,Infantil,,"3,0","1,0",0
CLI_020380,41,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,0,1,0,0,103,102,tv,Documentários,,,,0
CLI_020381,22,Masculino,Sudeste,Mensal,Débito Automático,Premium,49.9,10,27,0,0,14,53,tv,Infantil,"4,0",,,0
CLI_020382,18,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,15,44,0,0,0,142,tv,Esportes,,,"3,5",0
CLI_020383,18,Não Informar,Sul,Mensal,Crédito Recorrente,Básico,24.9,16,33,0,0,0,53,tv,Filmes,,,"1,0",0
CLI_020384,48,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,2,15,0,1,17,91,Desktop,Séries,"4,0","4,5","1,0",0
CLI_020385,29,Feminino,Sudeste,Mensal,Pix,Básico,24.9,4,67,0,1,0,24,tv,Filmes,"2,0",,"4,5",1
CLI_020386,32,,Centro-Oeste,Mensal,Débito Automático,Padrão,38.0,5,16,0,0,28,33,TV,Filmes,,"5,0","2,5",0
CLI_020387,44,Não Informar,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,3,16,0,2,78,130,Desktop,Séries,"4,0",,"5,0",0
CLI_020388,31,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,7,18,0,2,66,84,Mobile,Documentários,"4,0",,"5,0",0
CLI_020389,45,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,1,19,0,2,59,82,Tablet,Documentários,,"4,0","3,5",0
CLI_020390,39,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,7,27,0,0,18,120,Tablet,Séries,,"3,0","2,0",0
CLI_020391,36,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,5,40,0,0,0,66,Tablet,Infantil,"3,5",,"5,0",0
CLI_020392,18,,Sul,Anual,Crédito Recorrente,Padrão,32.0,11,95,0,0,0,10,tv,Esportes,"2,5",,"1,5",1
CLI_020393,27,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,3,59,0,1,0,43,tv,Séries,"2,5",,"2,5",1
CLI_020394,45,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,24,40,0,2,0,24,Mobile,Documentários,,,"4,0",1
CLI_020395,29,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,19,21,0,2,6,36,Tablet,Filmes,"2,0",,"3,0",1
CLI_020396,53,Feminino,Sul,Mensal,Cartão de Crédito,Premium,49.9,0,1,0,1,51,139,Mobile,Séries,,"5,0",,0
CLI_020397,68,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,1,29,0,1,4,16,Desktop,Esportes,,"1,5",,1
CLI_020398,46,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,2,24,0,1,5,72,tv,Filmes,"4,0",,"3,5",0
CLI_020399,57,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,19,65,0,1,0,91,Tablet,Infantil,,,,0
CLI_020400,47,Masculino,Sudeste,Mensal,Boleto,Padrão,38.0,20,47,1,1,0,38,tv,Novelas,,,"3,5",1
CLI_020401,31,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,2,43,0,2,0,163,mobile,Esportes,"4,0",,"1,5",0
CLI_020402,40,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,11,18,1,1,95,114,Desktop,Séries,"4,0",,"2,0",0
CLI_020403,64,Feminino,Nordeste,Mensal,Boleto,Básico,24.9,5,27,0,1,11,84,mobile,Filmes,,"5,0","4,5",0
CLI_020404,31,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,37,31,0,1,0,140,TV,Esportes,"4,5",,"1,5",0
CLI_020405,24,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Básico,22.0,15,87,0,1,0,22,Tablet,Filmes,"3,0",,"3,0",1
CLI_020406,23,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,8,34,0,3,0,71,tv,Filmes,"5,0",,,0
CLI_020407,35,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,3,29,0,1,20,7,Mobile,Filmes,"4,0",,"4,0",0
CLI_020408,24,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,16,22,0,0,14,104,Tablet,Filmes,"1,0","3,5",,0
CLI_020409,59,Masculino,Sul,Mensal,Cartão de Crédito,Premium,49.9,4,23,0,2,3,114,mobile,Documentários,"2,5",,"2,5",0
CLI_020410,40,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,48,58,0,2,0,127,tv,Esportes,,,"1,0",0
CLI_020411,50,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,26,4,0,0,65,86,tv,Infantil,,"3,5",,0
CLI_020412,34,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,9,15,0,2,61,100,Mobile,Séries,"4,0",,"3,0",0
CLI_020413,23,,Nordeste,Mensal,Pix,Básico,24.9,23,5,0,0,28,25,Mobile,Documentários,"2,5","2,0","2,5",1
CLI_020414,20,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,9,16,0,2,67,42,TV,Novelas,"4,0",,"3,5",0
CLI_020415,26,Não Informar,Sul,Mensal,Cartão de Crédito,Básico,24.9,11,55,0,1,0,25,TV,Documentários,"3,5",,,1
CLI_020416,42,Outros,Sudeste,Anual,Crédito Recorrente,Básico,22.0,20,5,0,0,65,52,Tablet,Séries,"4,0","3,5","5,0",0
CLI_020417,44,,Nordeste,Mensal,Pix,Padrão,38.0,31,34,0,1,0,98,Desktop,Documentários,"4,0",,,0
CLI_020418,45,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,1,30,104,TV,Esportes,,"4,0","1,5",0
CLI_020419,18,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,7,15,0,1,14,125,tv,Esportes,"4,0",,"1,0",0
CLI_020420,37,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,27,26,0,1,4,7,tv,Documentários,"2,5","1,0","3,0",1
CLI_020421,24,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,5,27,0,0,3,40,TV,Filmes,,,"2,0",1
CLI_020422,43,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,5,12,0,2,25,33,TV,Esportes,,,"2,5",1
CLI_020423,44,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,9,51,0,2,0,32,Mobile,Esportes,"2,0",,"3,0",1
CLI_020424,22,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,18,57,0,3,0,31,Desktop,Novelas,"2,0",,"4,0",1
CLI_020425,50,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,14,26,1,0,17,113,mobile,Documentários,"3,5",,"3,0",0
CLI_020426,68,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,47,29,0,1,0,33,tv,Esportes,"2,0","2,0","3,0",1
CLI_020427,48,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,0,64,86,Tablet,Documentários,,,"2,5",0
CLI_020428,35,Não Informar,Sudeste,Mensal,Débito,Básico,24.9,10,13,0,0,52,37,mobile,Infantil,"4,0",,"4,0",0
CLI_020429,33,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,6,67,0,0,0,32,TV,Séries,,,"1,0",1
CLI_020430,35,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,7,65,0,0,0,146,TV,Esportes,"3,0",,"1,5",0
CLI_020431,28,Não Informar,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,27,30,0,1,2,34,mobile,Filmes,"2,0","1,0","3,5",1
CLI_020432,41,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,25,36,0,3,0,28,tv,Esportes,"2,0",,"4,0",1
CLI_020433,23,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,44,62,1,0,0,5,mobile,Documentários,"4,0",,"3,0",0
CLI_020434,18,Masculino,Sul,Mensal,Pix,Básico,24.9,28,9,0,1,63,54,Desktop,Filmes,"4,5","4,0","2,0",0
CLI_020435,40,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,1,54,65,TV,Esportes,,"3,0","2,0",0
CLI_020436,38,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,7,34,0,0,0,69,Mobile,Séries,"4,0",,,0
CLI_020437,30,Não Informar,Sul,Mensal,Pix,Básico,24.9,5,37,0,0,0,103,Desktop,Infantil,"5,0",,,0
CLI_020438,21,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,1,4,0,1,41,154,Tablet,Séries,,"4,0","5,0",0
CLI_020439,41,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,21,14,0,1,36,137,tv,Infantil,"4,0","4,5","1,5",0
CLI_020440,25,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,6,26,1,0,17,141,Mobile,Séries,"4,0",,,0
CLI_020441,36,Masculino,Sudeste,Mensal,Débito,Básico,24.9,14,31,0,0,0,21,TV,Filmes,"2,0",,"2,5",1
CLI_020442,60,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,33,7,0,2,90,99,Tablet,Séries,"4,5",,,0
CLI_020443,46,Não Informar,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,0,0,0,1,44,96,TV,Filmes,,,"1,0",0
CLI_020444,20,Masculino,Norte,Mensal,Pix,Padrão,38.0,1,4,0,1,24,68,TV,Novelas,,,"4,0",0
CLI_020445,21,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,9,36,0,3,0,31,mobile,Esportes,"2,5",,"1,0",1
CLI_020446,39,Não Informar,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,2,0,2,61,143,mobile,Infantil,,"4,5","5,0",0
CLI_020447,20,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,16,15,0,2,9,69,tv,Esportes,"4,0",,"3,5",0
CLI_020448,18,,Centro-Oeste,Mensal,Débito,Básico,24.9,15,30,0,2,3,17,Desktop,Filmes,"2,0","1,5","2,0",1
CLI_020449,44,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,16,30,0,0,11,74,TV,Filmes,"3,5",,,0
CLI_020450,42,Feminino,Sul,Mensal,Pix,Básico,24.9,7,47,0,1,0,52,Mobile,Séries,"2,0",,"1,0",1
CLI_020451,43,,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,18,10,0,1,83,83,Mobile,Documentários,,"4,0",,0
CLI_020452,41,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,2,33,0,2,0,68,TV,Séries,"4,0",,"5,0",0
CLI_020453,37,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,15,17,0,2,19,33,mobile,Filmes,,"2,0","2,0",1
CLI_020454,29,Masculino,Centro-Oeste,Mensal,Boleto,Básico,24.9,12,28,0,1,0,38,tv,Filmes,"2,0","2,5",,1
CLI_020455,44,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,0,0,0,1,51,116,Tablet,Documentários,,,"2,0",0
CLI_020456,57,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,4,11,0,2,59,99,tv,Infantil,"3,0",,"5,0",0
CLI_020457,31,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,21,9,0,2,57,107,tv,Filmes,,"3,5","5,0",0
CLI_020458,24,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,26,17,0,1,70,64,Mobile,Filmes,"4,0",,"4,5",0
CLI_020459,23,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,7,35,0,0,0,60,Mobile,Infantil,"4,0",,,0
CLI_020460,26,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,1,1,0,3,63,71,mobile,Esportes,,"3,0","3,5",0
CLI_020461,40,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,45,29,0,0,8,79,mobile,Documentários,,"4,0","4,5",0
CLI_020462,18,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,0,0,0,2,58,44,tv,Documentários,,,"1,0",0
CLI_020463,43,Feminino,Sudeste,Mensal,Débito,Básico,24.9,12,40,0,0,0,143,mobile,Filmes,"4,0",,"2,5",0
CLI_020464,46,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,20,13,0,2,51,110,Desktop,Esportes,"4,0",,"4,0",0
CLI_020465,18,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,9,10,0,2,50,81,mobile,Séries,,,"2,5",0
CLI_020466,25,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,12,0,1,46,58,tv,Filmes,,"4,0","4,5",0
CLI_020467,39,Feminino,Centro-Oeste,Mensal,Boleto,Básico,24.9,10,53,0,3,0,15,Tablet,Infantil,,,,1
CLI_020468,36,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,4,49,0,3,0,24,TV,Séries,,,,1
CLI_020469,44,Masculino,Sul,Mensal,Débito Automático,Básico,24.9,0,0,0,2,76,87,Tablet,Séries,,"4,5",,0
CLI_020470,36,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,29,64,0,0,0,37,tv,Infantil,,,,1
CLI_020471,54,Não Informar,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,7,17,0,0,3,53,Desktop,Filmes,"2,0",,"2,5",1
CLI_020472,33,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,30,31,0,0,0,36,tv,Séries,"2,0",,,1
CLI_020473,25,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,4,28,0,0,18,136,tv,Infantil,,"5,0","1,0",0
CLI_020474,24,Masculino,Sudeste,Mensal,Débito,Básico,24.9,3,7,0,0,9,88,TV,Infantil,"4,0",,,0
CLI_020475,47,Masculino,Centro-Oeste,Mensal,Débito Automático,Básico,24.9,48,25,0,2,9,80,Desktop,Séries,"4,0",,"2,0",0
CLI_020476,38,,Sudeste,Mensal,Pix,Padrão,38.0,21,34,0,0,0,28,Mobile,Séries,"2,5",,"4,5",1
CLI_020477,46,Feminino,Sul,Mensal,Débito,Premium,49.9,21,1,0,0,46,137,tv,Esportes,"2,5",,,0
CLI_020478,45,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,10,4,0,0,60,123,mobile,Séries,"4,0",,"5,0",0
CLI_020479,18,Masculino,Centro-Oeste,Mensal,Boleto,Básico,24.9,3,30,0,2,3,18,Mobile,Infantil,"4,0","2,5","5,0",1
CLI_020480,23,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,2,85,94,Desktop,Séries,,"3,5","3,0",0
CLI_020481,24,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,3,22,0,1,12,120,Tablet,Esportes,"4,0",,,0
CLI_020482,27,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,32,31,0,0,0,5,Mobile,Filmes,"3,5",,,0
CLI_020483,32,Não Informar,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,43,15,0,0,50,122,Desktop,Novelas,"4,0","4,0","3,5",0
CLI_020484,50,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,9,10,0,1,47,101,tv,Filmes,"4,0",,"3,5",0
CLI_020485,53,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,13,25,0,1,4,23,Desktop,Séries,,"1,5","1,5",1
CLI_020486,34,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,34,11,0,0,14,43,Mobile,Novelas,"4,0","3,5",,0
CLI_020487,34,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,2,49,0,1,0,127,tv,Documentários,,,"2,0",0
CLI_020488,28,Não Informar,Nordeste,Anual,Crédito Recorrente,Premium,38.0,23,30,0,0,14,37,tv,Séries,,,"5,0",0
CLI_020489,39,Não Informar,Sudeste,Mensal,Pix,Básico,24.9,48,27,0,2,9,120,tv,Documentários,"4,0",,"2,0",0
CLI_020490,40,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,48,21,0,1,11,90,Desktop,Esportes,"4,5","5,0","4,0",0
CLI_020491,48,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,32,88,0,0,0,13,Desktop,Séries,,,"2,0",1
CLI_020492,48,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,13,60,0,1,0,140,Mobile,Séries,,,"3,0",0
CLI_020493,18,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,13,25,0,0,9,5,Tablet,Filmes,"4,0",,"1,0",0
CLI_020494,36,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,17,36,0,2,0,94,Tablet,Séries,"4,0",,"3,5",0
CLI_020495,55,Masculino,Sudeste,Mensal,Pix,Básico,24.9,48,93,0,2,0,38,Mobile,Documentários,,,"4,0",1
CLI_020496,32,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,20,11,0,2,55,63,TV,Esportes,"4,0","5,0","4,5",0
CLI_020497,52,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,7,41,0,2,0,92,Tablet,Esportes,"4,0",,,0
CLI_020498,34,Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,4,33,0,3,0,8,Tablet,Novelas,"2,0",,"2,5",1
CLI_020499,40,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,0,1,0,2,78,72,tv,Documentários,,"5,0","3,5",0
CLI_020500,23,Masculino,Nordeste,Mensal,Débito,Básico,24.9,20,15,1,0,30,113,Mobile,Filmes,"4,0",,"1,0",0
CLI_020501,23,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,24,48,0,1,0,17,Mobile,Documentários,,,,1
CLI_020502,47,Feminino,Norte,Anual,Crédito Recorrente,Premium,38.0,8,14,1,1,77,166,tv,Séries,"4,0","4,0","5,0",0
CLI_020503,49,Feminino,Norte,Mensal,Cartão de Crédito,Padrão,38.0,0,0,0,1,33,157,mobile,Séries,,"3,0","3,0",0
CLI_020504,38,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,5,20,0,1,58,78,Desktop,Séries,,"3,0",,0
CLI_020505,22,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,12,24,0,1,13,95,Tablet,Séries,"3,0",,"3,0",0
CLI_020506,38,,Sudeste,Mensal,Pix,Padrão,38.0,40,18,0,0,81,141,tv,Esportes,,,"3,0",0
