cliente_id,churn,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma
23875,0,85,Feminino,Norte,Anual,Crédito Recorrente,Premium,48.9,3,2,0,0,22,23.5,TV,Filmes,3.5,3.5,4.0
23876,1,35,Feminino,Centro-Oeste,Mensal,Pix,Padrão,44.9,12,8,0,0,19,32.3,TV,Infantil,,4.0,
23877,1,29,Feminino,Sul,Mensal,Pix,Padrão,44.9,9,5,0,0,23,15.1,Tablet,Séries,4.5,,2.0
23878,1,33,Masculino,Centro-Oeste,Mensal,Boleto,Premium,59.9,1,7,0,0,1,6.8,TV,Infantil,1.5,2.5,
23879,0,60,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,11,6,0,1,5,5.0,TV,Infantil,4.0,3.0,
23880,0,25,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,19,2,0,8,45,35.4,Mobile,Filmes,3.5,,1.0
23881,1,75,Masculino,Sudeste,Mensal,Boleto,Padrão,44.9,1,17,0,3,29,25.2,TV,Infantil,3.0,,
23882,0,30,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,2,5,1,1,42,30.6,Mobile,Filmes,5.0,3.5,
23883,1,35,Masculino,Nordeste,Mensal,Débito,Padrão,44.9,3,4,0,2,32,30.0,Mobile,Esportes,3.5,,4.5
23884,0,45,Masculino,Norte,Anual,Crédito Recorrente,Premium,48.9,3,7,0,2,38,18.0,Desktop,Filmes,4.0,,
23885,1,27,Feminino,Sul,Mensal,Débito Automático,Básico,20.9,21,9,1,2,4,25.1,TV,Séries,,4.0,
23886,0,51,Masculino,Centro-Oeste,Mensal,Pix,Premium,59.9,12,9,0,7,28,37.3,Mobile,Filmes,3.5,,4.5
23887,0,32,Feminino,Sudeste,Mensal,Boleto,Padrão,44.9,0,2,0,2,48,29.2,Mobile,Infantil,4.5,1.5,2.5
23888,0,34,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,44.9,8,2,0,0,5,35.2,TV,Novelas,,4.0,
23889,0,29,Masculino,Sul,Anual,Crédito Recorrente,Padrão,38.9,10,7,0,0,5,15.1,Desktop,Séries,3.5,,3.5
23890,0,35,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,10,9,1,1,63,54.6,TV,Infantil,4.0,3.0,2.5
23891,0,46,,Sul,Mensal,Débito Automático,Premium,59.9,34,8,0,1,2,13.3,Desktop,Infantil,,,
23892,1,29,Feminino,Norte,Anual,Crédito Recorrente,Premium,48.9,10,4,0,0,6,6.2,Mobile,Novelas,3.5,4.0,1.0
23893,1,48,Feminino,Sul,Mensal,Cartão de Crédito,Básico,20.9,7,18,0,0,21,25.7,TV,Séries,5.0,,
23894,1,39,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,5,3,0,0,8,18.3,Mobile,Documentários,,3.0,2.0
23895,0,51,Masculino,Centro-Oeste,Mensal,Boleto,Premium,59.9,12,13,0,3,19,39.7,Mobile,Documentários,,3.0,
23896,0,85,Masculino,Centro-Oeste,Mensal,Débito Automático,Premium,59.9,11,6,0,0,52,24.5,Desktop,Filmes,2.5,3.5,
23897,0,33,Masculino,Nordeste,Mensal,Pix,Padrão,44.9,8,5,0,4,29,23.9,Mobile,Séries,3.5,4.0,1.0
23898,0,24,Feminino,Sul,Anual,Crédito Recorrente,Básico,18.9,6,5,0,1,67,52.2,Desktop,Infantil,,2.5,3.5
23899,0,24,Masculino,Norte,Mensal,Débito Automático,Padrão,44.9,3,8,0,0,13,40.9,TV,Séries,4.0,4.0,
23900,0,29,Masculino,Sudeste,Mensal,Boleto,Básico,20.9,16,8,0,1,60,43.8,Desktop,Séries,,1.5,2.5
23901,0,33,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,2,6,0,0,21,29.3,TV,Novelas,4.0,,2.5
23902,1,34,Masculino,Sudeste,Mensal,Boleto,Premium,59.9,21,7,0,4,17,13.4,Tablet,Esportes,4.0,3.5,
23903,1,51,Masculino,Nordeste,Mensal,Pix,Padrão,44.9,9,10,0,2,24,17.0,Desktop,Novelas,2.0,2.5,5.0
23904,0,40,Feminino,Sul,Mensal,Cartão de Crédito,Básico,20.9,0,1,0,0,7,13.2,TV,Documentários,,,4.5
23905,1,25,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,7,2,0,0,12,37.0,Mobile,Séries,4.5,,
23906,0,44,Feminino,Sul,Mensal,Crédito Recorrente,Premium,59.9,3,3,0,0,25,25.0,TV,Filmes,4.5,3.5,2.0
23907,0,45,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,30,8,0,1,19,31.2,Mobile,Filmes,2.0,4.5,4.5
23908,1,54,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,7,4,0,4,12,15.8,Desktop,Séries,4.0,2.5,4.0
23909,0,35,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,2,11,1,1,18,13.5,TV,Infantil,3.5,4.0,4.5
23910,1,41,Masculino,Sudeste,Mensal,Boleto,Premium,59.9,0,5,0,1,8,5.0,Desktop,Esportes,4.0,3.0,
23911,1,27,Masculino,Nordeste,Mensal,Pix,Padrão,44.9,0,9,0,2,16,16.8,TV,Esportes,3.5,4.0,2.5
23912,0,27,Masculino,Centro-Oeste,Mensal,Boleto,Básico,20.9,0,3,0,0,6,24.9,TV,Séries,3.5,,
23913,0,70,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,11,4,0,16,32,45.2,Mobile,Novelas,,3.5,4.5
23914,0,27,Masculino,Nordeste,Mensal,Pix,Padrão,44.9,34,2,0,1,33,42.2,TV,Novelas,,4.0,5.0
23915,0,30,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,3,8,0,0,26,16.2,Mobile,Filmes,5.0,,4.0
23916,1,25,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,3,11,0,0,4,12.1,Tablet,Filmes,4.0,,3.0
23917,0,43,Masculino,Nordeste,Mensal,Boleto,Básico,20.9,8,7,0,6,4,40.4,Desktop,Séries,,4.5,3.5
23918,0,31,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,11,2,0,0,36,25.4,Desktop,Infantil,3.5,4.0,
23919,0,27,Feminino,Sudeste,Mensal,Pix,Básico,20.9,16,23,0,0,28,25.5,TV,Filmes,,3.5,
23920,0,39,Masculino,Nordeste,Mensal,Pix,Premium,59.9,12,9,0,0,17,29.1,Desktop,Séries,4.5,,5.0
23921,0,37,Masculino,Sudeste,Mensal,Débito Automático,Padrão,44.9,25,1,0,0,54,32.7,Mobile,Documentários,2.0,,
23922,0,36,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,30,6,0,0,46,25.4,Tablet,Esportes,4.0,4.0,3.0
23923,1,31,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,7,5,1,0,35,35.5,Tablet,Esportes,2.0,5.0,5.0
23924,0,25,,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,11,13,0,3,19,30.7,Desktop,Séries,3.0,4.0,
23925,0,46,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,11,4,0,0,21,14.0,Mobile,Filmes,4.0,3.5,3.5
23926,0,29,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,3,14,0,0,8,16.4,TV,Séries,,,5.0
23927,0,30,,Centro-Oeste,Mensal,Débito,Padrão,44.9,13,14,0,6,9,12.5,Tablet,Filmes,,,4.0
23928,0,37,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Premium,59.9,13,3,1,0,15,12.1,Desktop,Filmes,4.0,,2.5
23929,1,35,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,7,3,0,1,24,19.4,Mobile,Infantil,1.5,4.0,
23930,0,27,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,5,0,0,38,43.1,Mobile,Esportes,4.0,5.0,4.0
23931,1,29,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,7,3,0,0,21,32.5,Tablet,Séries,3.5,,
23932,0,84,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,14,8,0,1,1,24.1,Tablet,Documentários,4.0,,2.5
23933,1,31,Feminino,Nordeste,Mensal,Débito Automático,Básico,20.9,36,8,1,0,30,25.6,Mobile,Infantil,,,5.0
23934,1,26,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,8,0,2,31,19.5,TV,Filmes,2.5,3.5,3.5
23935,0,34,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,0,4,0,0,40,31.3,TV,Documentários,4.0,4.0,3.0
23936,0,30,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,4,2,0,3,25,32.4,Mobile,Esportes,,2.5,5.0
23937,1,42,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,34,14,0,0,18,34.1,Mobile,Infantil,4.0,4.0,3.0
23938,1,31,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,1,5,0,0,52,19.7,TV,Séries,2.0,2.5,
23939,0,29,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,11,7,0,1,15,24.0,Mobile,Esportes,4.0,2.5,
23940,0,30,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,14,8,1,0,60,42.2,Mobile,Infantil,,3.0,2.0
23941,0,45,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,10,9,1,1,25,23.3,TV,Séries,4.5,3.0,4.5
23942,0,31,Prefiro Não Informar,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,17,16,0,0,42,19.8,Desktop,Documentários,,5.0,
23943,0,28,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,10,4,0,2,37,33.0,TV,Infantil,3.5,4.5,2.5
23944,0,32,Masculino,Sudeste,Mensal,Boleto,Premium,59.9,17,5,0,0,40,23.3,Mobile,Documentários,,3.5,
23945,0,27,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,16,2,1,1,27,27.9,Tablet,Documentários,4.0,4.0,
23946,0,55,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,11,4,0,10,6,34.5,TV,Esportes,5.0,,
23947,0,49,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Premium,59.9,0,5,0,0,5,26.2,TV,Filmes,3.5,3.5,
23948,0,29,,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,9,10,0,1,43,40.2,Tablet,Infantil,3.5,2.5,
23949,0,33,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,10,5,0,1,1,28.1,Tablet,Esportes,3.5,4.0,4.0
23950,0,47,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Premium,59.9,0,7,0,0,44,33.8,Mobile,Séries,2.5,,3.5
23951,1,25,Feminino,Sul,Mensal,Débito,Padrão,44.9,9,6,0,0,36,5.0,Mobile,Filmes,4.0,2.5,
23952,0,43,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,0,12,0,12,8,28.4,Tablet,Séries,,,
23953,1,40,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,0,19,0,0,35,13.8,Tablet,Séries,3.0,3.5,2.0
23954,1,39,Masculino,Norte,Mensal,Crédito Recorrente,Premium,59.9,4,13,0,12,14,12.5,TV,Séries,5.0,5.0,
23955,1,32,,Sudeste,Mensal,Pix,Básico,20.9,11,5,0,3,22,29.9,Mobile,Infantil,5.0,4.5,5.0
23956,0,24,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,31,1,0,0,15,31.4,Mobile,Filmes,,,
23957,0,32,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,9,10,0,1,9,37.2,TV,Séries,,,3.5
23958,0,30,Feminino,Sudeste,Mensal,Boleto,Padrão,44.9,11,15,0,2,5,15.0,TV,Infantil,4.0,4.5,3.0
23959,0,44,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,27,9,0,7,5,15.3,TV,Séries,4.0,,
23960,0,35,Masculino,Sudeste,Mensal,Pix,Premium,59.9,4,5,0,0,4,31.9,TV,Infantil,3.5,,4.0
23961,0,36,Masculino,Sudeste,Mensal,Boleto,Básico,20.9,19,3,0,1,46,5.1,Tablet,Documentários,,4.5,
23962,0,34,Masculino,Centro-Oeste,Mensal,Boleto,Básico,20.9,0,10,1,2,26,23.1,TV,Documentários,2.5,,
23963,0,33,Prefiro Não Informar,Centro-Oeste,Mensal,Débito Automático,Padrão,44.9,4,7,0,2,22,28.6,Desktop,Infantil,4.5,4.5,
23964,1,38,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,33,5,0,1,5,37.6,Tablet,Infantil,,2.5,2.5
23965,1,42,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,4,6,0,3,1,48.1,Desktop,Séries,,,4.5
23966,0,45,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,14,11,0,4,3,31.1,TV,Documentários,2.0,3.5,
23967,0,30,,Centro-Oeste,Mensal,Débito,Padrão,44.9,34,14,1,2,38,23.9,Mobile,Infantil,,,
23968,0,46,Feminino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,1,3,0,0,14,5.0,TV,Esportes,2.5,,4.0
23969,0,30,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,0,8,0,2,51,12.3,Mobile,Infantil,5.0,,3.5
23970,0,42,Masculino,Sudeste,Mensal,Pix,Premium,59.9,1,4,0,2,26,28.1,Desktop,Documentários,4.5,4.0,
23971,1,59,Feminino,Sudeste,Mensal,Boleto,Básico,20.9,7,17,0,0,25,22.0,Tablet,Infantil,4.0,5.0,
23972,0,47,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,6,8,1,0,29,37.3,Tablet,Séries,,2.5,3.0
23973,0,26,Masculino,Centro-Oeste,Mensal,Pix,Básico,20.9,4,6,0,0,14,15.5,Desktop,Esportes,4.0,3.5,2.5
23974,0,64,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,0,4,0,0,12,13.3,TV,Novelas,2.5,2.0,
23975,1,50,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,1,23,0,1,5,24.6,Desktop,Séries,,2.5,
23976,0,49,Masculino,Sudeste,Mensal,Débito,Padrão,44.9,11,8,0,1,11,18.2,TV,Documentários,4.5,,4.5
23977,0,82,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,13,4,0,2,44,19.7,TV,Novelas,4.5,,3.5
23978,0,23,Masculino,Sudeste,Mensal,Débito Automático,Padrão,44.9,30,3,0,1,22,21.0,Desktop,Esportes,,4.0,3.5
23979,0,75,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,1,4,0,1,45,23.6,TV,Filmes,,,
23980,0,44,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,3,3,0,2,40,37.7,Tablet,Esportes,3.0,,5.0
23981,1,42,Feminino,Sudeste,Mensal,Débito,Padrão,44.9,5,7,0,2,2,11.3,TV,Novelas,3.5,,4.0
23982,0,35,Prefiro Não Informar,Nordeste,Mensal,Débito Automático,Premium,59.9,1,4,1,0,14,28.1,Mobile,Infantil,,,
23983,1,35,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,20,5,0,0,7,33.5,Desktop,Séries,,3.0,4.5
23984,1,33,Masculino,Norte,Mensal,Crédito Recorrente,Básico,20.9,6,5,0,2,13,9.3,Tablet,Filmes,4.0,1.0,
23985,1,84,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,22,2,0,1,44,38.2,Desktop,Filmes,2.5,4.0,3.5
23986,1,42,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,8,7,0,2,9,9.2,Mobile,Filmes,5.0,,3.5
23987,0,36,Prefiro Não Informar,Sul,Anual,Crédito Recorrente,Básico,18.9,0,1,0,3,33,31.9,TV,Esportes,,3.0,3.0
23988,1,33,Masculino,Nordeste,Mensal,Débito Automático,Básico,20.9,1,7,0,1,40,23.1,Desktop,Séries,,,
23989,0,41,Feminino,Centro-Oeste,Mensal,Pix,Padrão,44.9,17,7,1,3,52,33.0,Desktop,Infantil,,,4.5
23990,1,44,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,35,10,0,1,37,29.8,TV,Novelas,2.5,,
23991,0,44,Masculino,Sudeste,Mensal,Débito Automático,Padrão,44.9,2,20,1,0,32,30.6,TV,Infantil,,2.5,4.5
23992,0,29,Prefiro Não Informar,Norte,Mensal,Crédito Recorrente,Premium,59.9,12,3,0,0,10,14.4,Mobile,Infantil,4.0,1.0,
23993,0,72,Prefiro Não Informar,Norte,Mensal,Pix,Premium,59.9,12,6,1,0,6,26.1,Mobile,Esportes,4.5,,
23994,1,52,Masculino,Nordeste,Mensal,Boleto,Padrão,44.9,0,5,0,6,64,24.3,TV,Filmes,3.5,,
23995,1,44,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,10,14,0,0,32,40.2,Tablet,Infantil,,,
23996,0,30,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,2,12,0,1,39,43.3,Desktop,Séries,4.0,,
23997,1,35,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,25,3,0,2,7,14.8,Mobile,Filmes,,4.5,
23998,0,36,Masculino,Centro-Oeste,Mensal,Boleto,Padrão,44.9,33,5,0,1,29,27.3,Mobile,Filmes,,4.0,
23999,1,31,Masculino,Nordeste,Mensal,Débito,Padrão,44.9,3,4,0,0,30,46.8,Desktop,Séries,5.0,,
24000,1,37,,Sul,Mensal,Pix,Padrão,44.9,29,8,0,1,2,29.2,Desktop,Filmes,4.0,4.0,
24001,0,41,Masculino,Sudeste,Mensal,Débito,Premium,59.9,0,3,0,1,24,9.3,TV,Esportes,3.0,3.5,4.5
24002,0,36,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,35,2,0,1,2,11.3,Mobile,Novelas,,3.0,4.0
24003,0,27,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,0,8,0,3,8,37.3,Tablet,Filmes,4.0,4.5,4.0
24004,0,28,Masculino,Norte,Mensal,Crédito Recorrente,Padrão,44.9,15,10,0,1,25,36.6,Desktop,Esportes,2.0,5.0,4.5
24005,0,26,,Nordeste,Mensal,Débito,Premium,59.9,9,4,0,4,17,27.1,Mobile,Filmes,3.5,5.0,4.0
24006,1,26,Feminino,Norte,Mensal,Pix,Básico,20.9,1,14,0,1,6,23.1,Desktop,Filmes,4.0,,4.0
24007,0,27,Feminino,Norte,Anual,Crédito Recorrente,Premium,48.9,16,7,0,0,23,9.9,Mobile,Séries,,4.0,
24008,1,52,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,0,14,0,1,30,24.4,Mobile,Novelas,,,
24009,0,37,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,11,2,0,0,8,31.0,TV,Filmes,4.5,,
24010,1,32,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,17,11,0,0,17,28.3,TV,Esportes,4.0,3.5,
24011,0,35,Feminino,Sul,Mensal,Pix,Premium,59.9,1,8,0,1,2,27.9,TV,Filmes,,,
24012,0,34,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,0,5,0,1,36,21.3,Mobile,Séries,3.5,4.5,
24013,0,31,Feminino,Centro-Oeste,Mensal,Débito Automático,Premium,59.9,32,4,0,1,31,23.7,TV,Novelas,4.0,4.0,3.5
24014,0,27,Feminino,Sudeste,Mensal,Pix,Básico,20.9,16,4,0,1,1,20.3,Mobile,Novelas,2.5,4.0,3.5
24015,0,31,,Nordeste,Anual,Crédito Recorrente,Premium,48.9,9,5,1,7,3,26.2,Mobile,Séries,4.0,1.0,
24016,0,51,Masculino,Sul,Anual,Crédito Recorrente,Padrão,38.9,10,10,0,0,1,52.4,Mobile,Filmes,,4.0,4.0
24017,0,32,,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,44.9,12,16,0,1,74,63.1,Mobile,Novelas,4.5,,5.0
24018,0,53,Feminino,Sul,Mensal,Débito Automático,Padrão,44.9,14,6,0,0,33,26.2,Desktop,Filmes,5.0,4.0,3.5
24019,0,57,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,7,0,0,3,27.0,TV,Documentários,4.0,,4.0
24020,1,47,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,15,5,0,0,9,20.7,Desktop,Documentários,5.0,,
24021,0,28,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,9,2,0,1,22,24.2,TV,Esportes,4.0,,2.0
24022,0,45,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,3,10,0,1,22,16.6,TV,Novelas,4.0,2.5,4.5
24023,0,40,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,8,4,0,0,22,18.8,TV,Infantil,2.0,3.5,
24024,0,29,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,2,10,0,1,2,36.7,Desktop,Esportes,2.5,,4.5
24025,0,30,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,25,12,1,2,44,31.9,Mobile,Séries,3.0,3.5,
24026,1,37,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,26,8,1,1,28,37.0,Desktop,Documentários,,2.0,
24027,0,29,Masculino,Nordeste,Mensal,Débito Automático,Básico,20.9,7,9,1,0,50,13.8,Desktop,Séries,3.0,,
24028,0,29,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,35,8,0,7,46,37.1,Desktop,Filmes,,,4.5
24029,0,46,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,30,11,0,0,29,31.7,TV,Infantil,3.5,,
24030,0,33,Masculino,Sul,Mensal,Crédito Recorrente,Premium,59.9,10,5,0,0,30,10.5,Desktop,Esportes,2.5,3.5,5.0
24031,0,35,Feminino,Sul,Mensal,Débito Automático,Premium,59.9,3,7,0,0,31,35.7,TV,Séries,4.0,,2.0
24032,0,24,Feminino,Sul,Mensal,Pix,Premium,59.9,13,4,0,0,38,13.8,TV,Filmes,,3.0,
24033,0,40,Feminino,Norte,Anual,Crédito Recorrente,Premium,48.9,33,8,0,2,25,13.2,TV,Séries,,,
24034,0,35,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,10,8,0,1,23,21.1,TV,Filmes,,3.5,5.0
24035,0,26,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Premium,59.9,11,8,1,0,21,15.5,Mobile,Filmes,2.5,,
24036,0,36,Feminino,Norte,Mensal,Cartão de Crédito,Padrão,44.9,0,4,0,2,2,14.0,Mobile,Novelas,,3.5,4.0
24037,1,32,Masculino,Sudeste,Mensal,Débito Automático,Premium,59.9,16,7,0,0,39,28.8,TV,Séries,,,
24038,1,52,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,2,8,0,0,38,15.4,Desktop,Documentários,,,4.0
24039,0,46,Feminino,Sudeste,Mensal,Boleto,Premium,59.9,0,8,0,1,51,54.0,Desktop,Filmes,2.0,2.0,5.0
24040,0,33,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,9,4,0,0,21,28.0,TV,Esportes,,1.5,
24041,0,45,Feminino,Nordeste,Mensal,Débito,Padrão,44.9,18,4,0,2,33,42.6,Mobile,Séries,,,1.5
24042,0,44,,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,6,4,0,8,27,32.1,Mobile,Filmes,4.5,,
24043,0,49,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,3,7,0,1,38,38.1,Desktop,Filmes,4.0,,3.0
24044,0,31,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,0,7,1,0,2,32.4,TV,Infantil,3.0,,
24045,1,31,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,20.9,8,17,0,0,13,31.3,TV,Infantil,4.0,,2.0
24046,1,29,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,19,4,0,5,29,29.5,TV,Documentários,1.5,4.0,3.5
24047,0,21,Feminino,Sul,Mensal,Pix,Básico,20.9,25,7,0,0,37,33.9,TV,Documentários,3.0,,4.5
24048,1,29,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,9,7,0,1,10,30.0,Mobile,Infantil,,,
24049,0,37,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,22,8,0,0,43,39.1,TV,Infantil,1.0,4.5,
24050,0,32,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,17,4,0,2,19,30.4,Mobile,Esportes,4.0,,
24051,0,36,Feminino,Nordeste,Mensal,Pix,Básico,20.9,22,3,0,0,14,21.7,TV,Documentários,3.5,,3.0
24052,0,59,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,6,1,0,2,10.7,Tablet,Infantil,,3.5,4.5
24053,0,36,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,15,15,1,2,32,22.8,Mobile,Filmes,4.0,,4.0
24054,0,46,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,14,15,0,1,39,33.3,TV,Novelas,4.0,,
24055,1,51,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,9,7,0,2,9,7.6,Tablet,Esportes,,,
24056,1,41,Masculino,Sul,Mensal,Boleto,Padrão,44.9,11,7,0,0,1,5.0,Mobile,Esportes,,4.5,
24057,0,27,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Premium,59.9,7,3,0,0,8,5.0,TV,Séries,,3.5,
24058,0,43,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,17,14,0,0,13,17.6,TV,Documentários,3.5,4.0,2.5
24059,0,26,Masculino,Centro-Oeste,Mensal,Débito,Premium,59.9,6,3,0,1,16,17.8,Tablet,Séries,3.5,,4.0
24060,0,81,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,17,3,0,1,35,16.7,Tablet,Esportes,4.0,,
24061,0,41,Feminino,Sudeste,Mensal,Débito Automático,Premium,59.9,0,3,0,1,12,24.1,Mobile,Infantil,2.5,3.5,
24062,1,55,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,35,13,0,0,32,23.6,TV,Novelas,4.5,3.5,
24063,0,82,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,14,6,0,5,30,39.6,TV,Filmes,4.0,,2.5
24064,0,35,,Sudeste,Anual,Crédito Recorrente,Premium,48.9,3,6,0,0,43,37.4,Mobile,Infantil,3.5,3.0,4.0
24065,0,32,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,9,15,1,3,12,23.3,TV,Séries,,5.0,
24066,0,38,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,11,3,0,4,1,17.8,Mobile,Infantil,,,2.5
24067,0,30,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,0,9,0,1,17,35.1,TV,Filmes,4.0,3.5,2.0
24068,0,35,Masculino,Norte,Mensal,Crédito Recorrente,Premium,59.9,4,14,0,0,29,17.7,Mobile,Séries,3.5,4.5,2.5
24069,0,43,Prefiro Não Informar,Sul,Mensal,Cartão de Crédito,Premium,59.9,4,5,0,2,42,37.7,TV,Filmes,1.0,4.5,
24070,0,33,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,13,10,0,0,2,11.5,Desktop,Séries,3.5,4.5,
