cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn
CLI01051,52,16,Básico,19.90,41,24,3,4.6,PIX,tv,0
CLI01052,41,42,Padrão,29.90,77,107,3,4.3,"Cartão de Crédito",Mobile,0
CLI01053,76,9,basico,19.90,36,169,8,2.0,"Cartão de Crédito",tv,1
CLI01054,38,53,Padrão,29.90,84,172,1,3.0,"Cartão de Crédito",Mobile,0
CLI01055,52,37,basico,19.90,63,100,5,1.4,Débito,Desktop,1
CLI01056,60,52,Básico,19.90,21,103,7,1.7,Boleto,mobile,0
CLI01057,77,49,Básico,19.90,12,11,5,3.2,Credito,tv,0
CLI01058,25,32,Básico,19.90,69,104,6,0.7,Boleto,TV,0
CLI01059,35,56,Premium,39.90,92,178,3,1.1,PIX,mobile,1
CLI01060,45,10,basico,19.90,31,93,5,2.8,,Mobile,1
CLI01061,45,54,PREMIUM,39.90,94,100,5,2.3,,Desktop,0
CLI01062,60,15,basico,19.90,5,130,0,4.3,PIX,tv,0
CLI01063,23,28,PREMIUM,39.90,79,73,3,2.1,,Desktop,0
CLI01064,41,1,Premium,39.90,73,133,4,2.0,Débito,tv,1
CLI01065,61,60,Básico,19.90,87,74,7,2.7,Credito,mobile,1
CLI01066,26,22,Padrão,29.90,50,160,9,2.8,,tv,1
CLI01067,28,16,PREMIUM,39.90,5,17,0,2.3,Boleto,Desktop,1
CLI01068,59,21,basico,19.90,47,39,5,1.0,,Desktop,0
CLI01069,76,NaN,basico,19.90,63,188,,0.7,"Cartão de Crédito",Desktop,0
CLI01070,70,9,Premium,39.90,80,15,3,4.1,"Cartão de Crédito",tv,0
CLI01071,44,1,Premium,39.90,32,15,8,4.1,,mobile,1
CLI01072,52,16,Premium,39.90,7,184,4,0.3,PIX,Tablet,0
CLI01073,35,3,Premium,39.90,5,159,9,3.5,Boleto,tv,1
CLI01074,76,2,Básico,19.90,65,149,6,4.0,Boleto,mobile,0
CLI01075,63,3,Padrão,29.90,4,120,3,1.5,"Cartão de Crédito",tv,1
CLI01076,39,12,basico,19.90,51,144,7,1.0,Boleto,Mobile,0
CLI01077,44,36,Básico,19.90,50,128,7,1.0,,tv,0
CLI01078,39,NaN,basico,19.90,76,44,3,4.4,Débito,TV,0
CLI01079,35,2,Premium,39.90,54,67,8,0.4,Credito,Tablet,0
CLI01080,29,42,Básico,,97,110,6,1.6,"Cartão de Crédito",tv,0
CLI01081,63,45,PREMIUM,39.90,7,146,9,3.9,Credito,TV,1
CLI01082,43,18,Premium,39.90,75,186,1,1.4,,tv,0
CLI01083,69,31,Básico,19.90,38,122,7,2.4,Boleto,Desktop,0
CLI01084,58,24,basico,19.90,98,160,6,0.8,Débito,Tablet,0
CLI01085,,56,PREMIUM,39.90,21,189,5,0.8,Credito,Tablet,1
CLI01086,41,22,basico,19.90,59,143,5,1.5,Boleto,Mobile,0
CLI01087,63,34,Premium,39.90,13,56,1,1.8,"Cartão de Crédito",tv,1
CLI01088,26,45,Básico,19.90,4,172,6,3.1,"Cartão de Crédito",Desktop,1
CLI01089,30,25,PREMIUM,39.90,11,30,2,3.6,Credito,Mobile,0
CLI01090,21,36,Básico,19.90,34,160,9,1.5,Boleto,mobile,1
CLI01091,33,17,PREMIUM,39.90,99,171,5,2.7,,mobile,1
CLI01092,63,41,Padrão,29.90,22,113,4,4.9,PIX,mobile,0
CLI01093,34,8,basico,19.90,62,165,3,3.6,,TV,1
CLI01094,46,44,Básico,19.90,62,57,8,0.7,"Cartão de Crédito",Mobile,1
CLI01095,20,43,basico,19.90,71,60,5,4.2,Boleto,tv,0
CLI01096,63,4,basico,19.90,50,36,0,4.9,"Cartão de Crédito",TV,0
CLI01097,60,58,Básico,19.90,57,179,4,3.1,Credito,Desktop,0
CLI01098,55,58,Básico,19.90,19,103,8,4.4,Credito,Tablet,1
CLI01099,43,21,Padrão,29.90,71,77,2,0.3,Boleto,mobile,0
CLI01100,41,32,Premium,39.90,32,27,6,4.4,Boleto,Mobile,0
CLI01101,48,11,basico,19.90,50,35,8,3.4,Boleto,tv,1
CLI01102,50,51,Básico,19.90,42,184,5,4.4,Credito,Desktop,0
CLI01103,21,18,basico,19.90,35,46,9,2.0,Credito,Tablet,1
CLI01104,24,4,basico,19.90,40,35,5,3.2,Débito,Desktop,0
CLI01105,57,34,Básico,19.90,4,71,9,1.3,,mobile,1
CLI01106,27,57,PREMIUM,39.90,87,63,4,4.7,,Mobile,0
CLI01107,22,46,Padrão,29.90,39,99,4,1.7,Débito,tv,0
CLI01108,39,42,Premium,39.90,96,41,9,2.0,Boleto,Desktop,0
CLI01109,43,14,Básico,19.90,12,103,8,2.7,,Mobile,0
CLI01110,20,25,Padrão,29.90,88,153,0,2.3,"Cartão de Crédito",TV,0
CLI01111,31,24,basico,19.90,77,39,3,0.2,PIX,Tablet,0
CLI01112,25,52,Padrão,29.90,23,16,6,1.6,"Cartão de Crédito",Tablet,1
CLI01113,37,9,Premium,39.90,54,179,5,3.0,,Desktop,1
CLI01114,31,56,basico,19.90,50,155,5,0.3,"Cartão de Crédito",tv,0
CLI01115,34,NaN,Premium,39.90,54,35,8,2.8,,TV,1
CLI01116,27,13,Premium,39.90,27,161,9,2.6,Débito,TV,0
CLI01117,39,50,Premium,39.90,32,85,0,3.3,PIX,Tablet,0
CLI01118,47,15,PREMIUM,39.90,80,31,3,2.7,Débito,Tablet,1
CLI01119,20,31,Básico,19.90,88,123,2,4.3,PIX,tv,1
CLI01120,26,5,basico,,12,145,3,4.5,PIX,Tablet,1
CLI01121,18,33,PREMIUM,39.90,46,166,8,3.2,Boleto,TV,1
CLI01122,41,59,Padrão,29.90,51,27,9,3.3,Débito,mobile,1
CLI01123,19,9,PREMIUM,39.90,75,41,6,4.8,Credito,Desktop,0
CLI01124,73,26,Premium,39.90,85,75,5,2.0,Boleto,tv,0
CLI01125,38,22,basico,19.90,73,93,6,0.6,PIX,tv,1
CLI01126,26,29,basico,,45,116,9,4.4,Débito,tv,0
CLI01127,63,7,PREMIUM,39.90,33,72,5,1.9,Credito,TV,0
CLI01128,31,34,Padrão,29.90,45,163,8,1.9,PIX,Tablet,1
CLI01129,46,5,Premium,39.90,53,156,1,1.2,Boleto,mobile,0
CLI01130,28,18,basico,19.90,33,111,8,1.8,Credito,Tablet,0
CLI01131,42,2,Básico,19.90,3,152,4,2.9,Débito,tv,1
CLI01132,74,52,Padrão,29.90,78,21,8,1.0,Boleto,tv,0
CLI01133,70,26,PREMIUM,39.90,66,125,5,2.5,Débito,mobile,0
CLI01134,31,13,Premium,39.90,23,77,8,0.1,,mobile,0
CLI01135,39,55,PREMIUM,39.90,91,185,3,5.0,Credito,tv,0
CLI01136,59,47,Premium,39.90,37,50,3,1.9,,Tablet,0
CLI01137,21,44,PREMIUM,39.90,10,135,7,2.6,Débito,Desktop,1
CLI01138,43,26,basico,19.90,52,175,2,0.9,Débito,TV,0
CLI01139,27,46,Padrão,29.90,84,72,3,2.4,PIX,TV,0
CLI01140,58,NaN,Básico,,12,114,9,0.8,Boleto,Mobile,1
CLI01141,76,48,Premium,39.90,62,158,7,1.7,"Cartão de Crédito",mobile,1
CLI01142,19,27,PREMIUM,39.90,17,28,1,4.6,Boleto,TV,0
CLI01143,29,27,PREMIUM,39.90,15,106,7,0.1,,Tablet,1
CLI01144,64,59,Padrão,29.90,70,187,9,0.4,Boleto,tv,0
CLI01145,44,17,PREMIUM,39.90,1,136,0,3.4,Boleto,mobile,1
CLI01146,76,7,Básico,19.90,83,42,3,2.8,,Mobile,0
CLI01147,71,24,PREMIUM,39.90,89,70,6,1.7,"Cartão de Crédito",TV,0
CLI01148,61,58,Padrão,29.90,88,46,1,2.3,Credito,tv,0
CLI01149,,NaN,Premium,39.90,39,123,5,2.2,,Mobile,1
CLI01150,53,48,PREMIUM,39.90,11,121,4,3.8,Débito,Mobile,1
CLI01151,41,53,PREMIUM,39.90,29,73,7,2.5,PIX,TV,0
CLI01152,47,53,Básico,19.90,87,118,3,4.0,Débito,mobile,0
CLI01153,33,33,Premium,39.90,86,134,3,3.7,Boleto,Desktop,0
CLI01154,60,19,Premium,39.90,30,169,4,3.4,Credito,TV,0
CLI01155,23,31,PREMIUM,39.90,24,19,6,0.2,"Cartão de Crédito",Desktop,1
CLI01156,53,32,Premium,39.90,11,146,0,2.8,"Cartão de Crédito",Desktop,0
CLI01157,48,12,Premium,39.90,38,125,3,1.3,Credito,mobile,0
CLI01158,42,2,PREMIUM,39.90,89,174,8,0.0,Débito,mobile,1
CLI01159,41,59,Básico,19.90,68,81,9,3.1,Débito,tv,0
CLI01160,19,35,Premium,39.90,50,137,3,1.5,Credito,Desktop,0
CLI01161,70,9,Básico,19.90,12,52,9,4.8,"Cartão de Crédito",mobile,0
CLI01162,75,13,PREMIUM,39.90,58,153,7,4.4,Débito,tv,0
CLI01163,65,45,Premium,39.90,11,55,1,1.6,"Cartão de Crédito",mobile,1
CLI01164,63,7,Premium,39.90,91,16,2,1.3,Credito,Desktop,0
CLI01165,63,11,basico,19.90,58,19,9,0.9,Boleto,tv,1
CLI01166,61,54,Padrão,29.90,53,120,7,0.9,Credito,mobile,0
CLI01167,43,50,Premium,39.90,71,36,0,3.5,"Cartão de Crédito",Desktop,0
CLI01168,35,6,Premium,39.90,4,90,6,0.1,"Cartão de Crédito",TV,0
CLI01169,53,36,Básico,19.90,72,18,3,1.8,Boleto,tv,1
CLI01170,54,7,PREMIUM,39.90,49,155,0,0.6,,mobile,1
CLI01171,49,NaN,PREMIUM,39.90,51,41,,4.7,PIX,mobile,1
CLI01172,44,41,basico,19.90,60,29,1,1.1,Boleto,mobile,1
CLI01173,45,19,Básico,19.90,40,182,0,4.3,Credito,TV,0
CLI01174,19,2,Padrão,29.90,17,95,7,0.9,Boleto,Tablet,1
CLI01175,63,57,Básico,19.90,43,171,7,1.3,,Desktop,1
CLI01176,60,42,PREMIUM,39.90,46,136,1,1.6,,tv,0
CLI01177,56,9,Básico,19.90,85,140,7,1.3,PIX,Mobile,0
CLI01178,69,60,Premium,39.90,88,42,0,1.7,Boleto,mobile,0
CLI01179,45,10,Premium,39.90,83,103,1,3.7,Boleto,tv,0
CLI01180,51,60,Premium,39.90,73,171,3,3.4,,Tablet,0
CLI01181,59,58,Premium,39.90,93,126,2,2.1,PIX,Tablet,0
CLI01182,27,NaN,PREMIUM,,72,138,8,2.6,Débito,Mobile,0
CLI01183,24,3,PREMIUM,39.90,61,188,5,4.2,Credito,Mobile,1
CLI01184,64,45,Premium,39.90,2,96,0,1.3,,Desktop,0
CLI01185,,12,Básico,,36,22,9,1.7,Credito,tv,1
CLI01186,73,5,PREMIUM,39.90,35,79,7,4.0,Boleto,tv,1
CLI01187,36,51,Padrão,29.90,8,19,2,0.9,Débito,Mobile,0
CLI01188,35,3,Básico,19.90,42,111,4,4.9,PIX,mobile,1
CLI01189,40,NaN,Básico,,81,106,5,1.1,Débito,Desktop,0
CLI01190,34,12,Premium,39.90,93,109,4,2.6,PIX,tv,1
CLI01191,49,26,basico,19.90,77,144,9,2.3,Débito,Tablet,0
CLI01192,26,NaN,Premium,39.90,70,80,3,1.0,"Cartão de Crédito",mobile,0
CLI01193,38,50,PREMIUM,39.90,7,66,8,0.9,Boleto,mobile,0
CLI01194,53,10,Básico,19.90,82,95,6,0.4,,tv,1
CLI01195,19,1,basico,19.90,9,101,5,2.7,"Cartão de Crédito",Tablet,1
CLI01196,66,6,Premium,39.90,65,83,5,4.6,Credito,Tablet,1
CLI01197,52,57,Premium,39.90,88,24,6,3.1,Débito,mobile,0
CLI01198,25,13,Básico,19.90,0,90,5,4.3,,Desktop,1
CLI01199,71,60,Premium,39.90,9,47,0,3.7,Boleto,Mobile,1
CLI01200,35,49,basico,19.90,56,34,9,3.4,"Cartão de Crédito",Mobile,0
CLI01201,71,55,basico,19.90,76,51,7,2.8,PIX,TV,0
CLI01202,28,52,Premium,39.90,82,103,6,4.0,PIX,Tablet,0
CLI01203,19,15,Padrão,29.90,12,46,4,0.1,Credito,mobile,1
CLI01204,40,16,PREMIUM,39.90,7,15,5,4.2,,TV,1
CLI01205,22,33,Padrão,29.90,37,30,0,0.0,Débito,mobile,0
CLI01206,34,48,basico,19.90,82,66,4,4.8,Boleto,TV,0
CLI01207,65,49,Padrão,29.90,12,69,7,2.7,Credito,Mobile,1
CLI01208,77,57,PREMIUM,39.90,88,81,1,1.5,Credito,tv,1
CLI01209,27,35,PREMIUM,39.90,18,155,0,2.9,Débito,Desktop,1
CLI01210,68,37,Padrão,29.90,69,25,0,4.6,"Cartão de Crédito",Desktop,0
CLI01211,47,30,PREMIUM,39.90,63,138,3,1.5,Credito,Mobile,1
CLI01212,31,10,Básico,19.90,58,166,4,2.8,Credito,mobile,0
CLI01213,41,30,basico,19.90,17,114,2,4.6,"Cartão de Crédito",Mobile,1
CLI01214,63,20,PREMIUM,39.90,2,55,8,2.1,,Desktop,1
CLI01215,46,22,basico,19.90,62,15,0,1.8,Credito,Tablet,1
CLI01216,30,58,Básico,19.90,52,113,9,3.3,Credito,Tablet,0
CLI01217,28,59,Básico,19.90,76,73,5,3.6,,Desktop,0
CLI01218,43,52,Básico,19.90,2,31,3,0.3,,TV,1
CLI01219,65,23,Básico,19.90,29,145,2,0.5,,mobile,0
CLI01220,19,21,PREMIUM,39.90,34,161,9,1.1,Credito,Desktop,1
CLI01221,61,57,Básico,19.90,46,85,2,0.9,Credito,tv,0
CLI01222,74,44,PREMIUM,39.90,32,33,1,2.8,,Desktop,0
CLI01223,34,38,Padrão,29.90,23,36,5,0.1,,tv,1
CLI01224,43,16,Premium,39.90,67,116,7,1.4,,tv,0
CLI01225,21,6,Padrão,29.90,5,43,4,4.3,Boleto,tv,0
CLI01226,29,51,PREMIUM,39.90,10,38,9,0.4,,tv,1
CLI01227,34,42,basico,19.90,96,169,8,4.6,Débito,TV,0
CLI01228,65,25,Premium,39.90,47,146,2,2.1,PIX,Desktop,0
CLI01229,55,45,PREMIUM,39.90,57,38,7,0.5,Credito,mobile,0
CLI01230,33,5,PREMIUM,39.90,55,78,4,3.3,Boleto,Desktop,1
CLI01231,46,27,Premium,39.90,91,90,3,1.8,Boleto,Desktop,1
CLI01232,47,7,Premium,39.90,35,173,5,2.5,Débito,Desktop,1
CLI01233,54,28,Padrão,29.90,16,148,3,2.8,Credito,tv,1
CLI01234,39,8,Premium,39.90,63,170,1,3.1,PIX,Mobile,0
CLI01235,55,58,Premium,39.90,99,179,0,1.0,Boleto,Desktop,0
CLI01236,73,34,Padrão,29.90,83,86,7,4.4,"Cartão de Crédito",mobile,1
CLI01237,61,41,PREMIUM,39.90,48,152,8,1.9,Credito,Mobile,0
CLI01238,18,3,basico,19.90,43,153,4,2.3,"Cartão de Crédito",tv,1
CLI01239,61,36,basico,19.90,29,33,4,3.5,Boleto,TV,0
CLI01240,52,60,basico,19.90,63,60,8,1.7,Boleto,tv,0
CLI01241,32,16,Padrão,29.90,2,89,0,1.8,Débito,tv,0
CLI01242,58,42,Premium,39.90,41,188,5,3.4,Débito,Desktop,1
CLI01243,49,15,Básico,19.90,70,46,6,1.8,Débito,Desktop,0
CLI01244,71,49,Premium,39.90,4,42,7,4.7,Credito,tv,0
CLI01245,77,37,Padrão,29.90,32,84,9,4.3,,Tablet,0
CLI01246,54,40,Básico,19.90,36,115,4,3.3,Débito,TV,0
CLI01247,69,25,Básico,19.90,35,130,7,3.9,Débito,Mobile,0
CLI01248,24,47,Premium,39.90,76,12,4,2.5,Débito,Mobile,1
CLI01249,76,46,basico,19.90,18,75,,4.1,Débito,mobile,1
CLI01250,29,22,basico,19.90,20,36,9,2.2,PIX,TV,0
CLI01251,35,42,Padrão,29.90,85,87,0,4.3,,Desktop,0
CLI01252,45,9,Padrão,29.90,79,42,0,1.5,Boleto,Tablet,0
CLI01253,27,8,Premium,39.90,6,28,8,4.0,Boleto,Desktop,1
CLI01254,52,50,Básico,19.90,96,188,9,3.7,,Tablet,1
CLI01255,26,15,Básico,19.90,12,53,1,4.6,PIX,Desktop,0
CLI01256,,22,Premium,39.90,41,129,9,4.9,"Cartão de Crédito",mobile,1
CLI01257,28,35,basico,19.90,89,13,2,5.0,Boleto,TV,1
CLI01258,39,33,Básico,19.90,31,143,5,3.3,Boleto,Tablet,0
CLI01259,61,41,basico,19.90,29,144,9,4.9,,Tablet,1
CLI01260,27,11,Premium,39.90,18,72,5,4.9,,TV,1
CLI01261,22,56,Premium,39.90,81,153,0,3.2,Credito,Tablet,1
CLI01262,32,33,Básico,19.90,54,102,4,2.0,Credito,mobile,0
CLI01263,73,9,Premium,39.90,51,13,2,1.1,"Cartão de Crédito",Tablet,0
CLI01264,30,22,PREMIUM,39.90,87,121,4,0.2,Débito,tv,0
CLI01265,77,1,PREMIUM,39.90,51,36,6,0.9,,Tablet,1
CLI01266,67,29,PREMIUM,39.90,91,122,2,3.6,PIX,Mobile,0
CLI01267,28,36,Básico,19.90,51,120,3,3.1,Boleto,tv,0
CLI01268,46,27,basico,19.90,76,73,9,0.2,,Mobile,1
CLI01269,55,47,Básico,19.90,85,44,0,2.1,Débito,mobile,0
CLI01270,67,29,Básico,19.90,22,167,8,0.5,,Tablet,0
CLI01271,24,41,Padrão,29.90,88,23,3,2.2,"Cartão de Crédito",Mobile,0
CLI01272,55,8,Premium,39.90,84,93,4,2.4,,TV,0
CLI01273,62,7,Premium,39.90,10,157,3,1.1,Boleto,mobile,0
CLI01274,70,19,basico,19.90,12,15,7,1.2,"Cartão de Crédito",Tablet,1
CLI01275,31,53,Premium,39.90,32,14,9,4.8,Débito,mobile,0
CLI01276,36,10,basico,19.90,41,117,7,1.7,Boleto,Tablet,0
CLI01277,54,43,PREMIUM,39.90,66,10,7,1.8,,mobile,1
CLI01278,62,6,basico,19.90,65,136,3,3.8,Credito,mobile,0
CLI01279,53,30,basico,19.90,21,60,8,3.5,Credito,Tablet,0
CLI01280,28,5,Padrão,29.90,63,16,2,1.0,Débito,Mobile,1
CLI01281,29,55,Premium,39.90,5,20,5,2.9,Boleto,mobile,1
CLI01282,45,10,Premium,39.90,30,170,0,1.7,Débito,Desktop,0
CLI01283,62,58,Padrão,,19,43,7,4.8,Credito,mobile,1
CLI01284,37,4,Padrão,29.90,17,158,4,3.4,PIX,Desktop,1
CLI01285,46,53,basico,19.90,27,151,6,4.6,Débito,Desktop,0
CLI01286,32,16,Básico,19.90,67,94,4,4.3,Boleto,TV,0
CLI01287,66,53,Padrão,29.90,34,66,0,0.5,Credito,Desktop,0
CLI01288,32,30,basico,19.90,83,170,5,0.7,Credito,Tablet,1
CLI01289,73,21,basico,19.90,38,43,7,4.6,Boleto,Desktop,0
CLI01290,28,41,Premium,39.90,34,187,4,1.0,,Tablet,1
CLI01291,20,30,Premium,39.90,79,150,5,3.0,Débito,TV,0
CLI01292,26,4,basico,19.90,35,65,0,0.5,Boleto,Desktop,1
CLI01293,25,12,basico,19.90,40,89,4,1.9,"Cartão de Crédito",Mobile,0
CLI01294,69,51,Premium,39.90,91,96,1,3.1,Débito,TV,0
CLI01295,71,30,basico,19.90,87,145,1,4.0,PIX,mobile,0
CLI01296,27,27,Premium,39.90,78,144,6,4.7,Débito,Mobile,1
CLI01297,62,60,Padrão,29.90,73,39,6,2.9,,TV,1
CLI01298,44,21,Padrão,29.90,34,74,3,2.2,"Cartão de Crédito",tv,1
CLI01299,62,18,Padrão,29.90,2,14,4,3.1,"Cartão de Crédito",Tablet,0
CLI01300,42,13,PREMIUM,39.90,49,77,8,1.0,PIX,mobile,1
CLI01301,24,56,Padrão,29.90,4,137,5,2.0,PIX,Tablet,1
CLI01302,24,5,basico,19.90,56,112,4,2.7,Boleto,TV,1
CLI01303,31,58,Padrão,29.90,27,120,0,2.5,PIX,TV,0
CLI01304,52,16,Padrão,29.90,44,112,2,3.3,"Cartão de Crédito",mobile,0
CLI01305,61,38,Padrão,29.90,88,62,8,3.3,"Cartão de Crédito",tv,0
CLI01306,77,57,Premium,39.90,20,123,8,4.6,Credito,TV,1
CLI01307,33,1,Premium,39.90,52,116,5,4.5,Débito,TV,1
CLI01308,61,41,basico,19.90,43,64,8,3.8,,Tablet,0
CLI01309,42,12,basico,19.90,0,81,3,0.2,PIX,tv,1
CLI01310,26,9,Básico,19.90,24,12,5,4.6,"Cartão de Crédito",TV,0
CLI01311,43,52,basico,19.90,42,189,2,1.3,Credito,TV,0
CLI01312,51,2,Padrão,29.90,48,95,5,1.5,Credito,TV,1
CLI01313,64,16,PREMIUM,39.90,76,122,1,1.1,Credito,mobile,0
CLI01314,52,26,Padrão,29.90,4,122,1,3.3,Credito,tv,0
CLI01315,72,32,Padrão,29.90,96,160,0,0.9,"Cartão de Crédito",Desktop,0
CLI01316,41,8,Básico,19.90,45,105,3,4.8,Credito,Desktop,0
CLI01317,35,39,Premium,39.90,64,125,7,1.5,Débito,TV,0
CLI01318,76,22,basico,19.90,10,37,5,4.9,Débito,tv,1
CLI01319,65,11,basico,19.90,38,12,1,0.4,"Cartão de Crédito",TV,0
CLI01320,18,20,Premium,39.90,20,78,3,1.9,PIX,Desktop,1
CLI01321,23,55,Básico,19.90,80,114,2,3.7,,TV,0
CLI01322,40,7,Básico,19.90,80,48,2,2.6,Boleto,TV,0
CLI01323,18,40,Padrão,29.90,96,11,5,4.2,PIX,Desktop,1
CLI01324,34,NaN,Básico,19.90,90,74,5,4.1,Débito,Mobile,1
CLI01325,68,15,basico,19.90,12,59,9,4.9,"Cartão de Crédito",Mobile,1
CLI01326,29,37,Padrão,29.90,63,93,1,4.7,"Cartão de Crédito",Tablet,0
CLI01327,27,23,Premium,39.90,28,175,3,4.1,"Cartão de Crédito",tv,0
CLI01328,59,11,Básico,19.90,62,44,2,2.1,,Desktop,0
CLI01329,68,28,Básico,19.90,31,46,1,3.6,Débito,TV,0
CLI01330,55,7,Premium,39.90,40,149,6,0.1,Boleto,mobile,0
CLI01331,39,59,PREMIUM,39.90,65,111,5,3.0,Débito,Tablet,0
CLI01332,56,10,Premium,39.90,79,81,6,4.5,Débito,Desktop,1
CLI01333,35,59,Padrão,29.90,23,17,7,1.9,Boleto,tv,1
CLI01334,74,35,basico,19.90,53,95,4,2.3,Credito,tv,1
CLI01335,45,35,PREMIUM,39.90,75,122,4,4.7,Boleto,mobile,1
CLI01336,,26,Básico,19.90,83,136,8,0.5,,Desktop,0
CLI01337,25,29,basico,19.90,86,45,5,3.7,"Cartão de Crédito",Mobile,1
CLI01338,47,3,Premium,39.90,11,96,3,4.4,"Cartão de Crédito",Mobile,1
CLI01339,55,5,PREMIUM,39.90,10,189,3,2.2,"Cartão de Crédito",Tablet,0
CLI01340,59,26,basico,19.90,72,52,1,0.8,Boleto,mobile,0
CLI01341,31,51,Premium,39.90,38,133,1,4.8,Credito,tv,0
CLI01342,33,36,Básico,19.90,49,79,3,2.6,PIX,Tablet,1
CLI01343,49,60,Premium,39.90,69,172,7,2.2,PIX,Mobile,1
CLI01344,32,29,Básico,19.90,2,68,6,0.6,Débito,TV,1
CLI01345,33,21,Premium,39.90,35,57,0,5.0,PIX,mobile,0
CLI01346,19,48,Premium,39.90,3,66,,0.5,Débito,tv,0
CLI01347,39,2,Premium,39.90,35,70,1,2.8,,Desktop,0
CLI01348,59,27,basico,19.90,99,112,4,4.9,"Cartão de Crédito",mobile,0
CLI01349,65,56,Premium,39.90,64,165,9,1.1,,TV,0
CLI01350,73,52,Básico,19.90,81,146,9,2.1,"Cartão de Crédito",Desktop,1
CLI01351,20,10,Padrão,29.90,69,50,0,4.8,Boleto,mobile,1
CLI01352,65,3,Premium,39.90,44,29,7,3.3,Credito,Mobile,1
CLI01353,76,49,Padrão,29.90,93,44,4,1.6,"Cartão de Crédito",mobile,0
CLI01354,57,54,Padrão,29.90,61,164,4,2.7,Débito,Mobile,0
CLI01355,44,56,Premium,39.90,42,160,1,0.5,,Mobile,0
CLI01356,66,12,PREMIUM,39.90,28,107,7,0.9,Boleto,tv,0
CLI01357,31,40,Premium,39.90,85,139,7,3.7,"Cartão de Crédito",TV,1
CLI01358,65,15,basico,19.90,77,43,8,2.2,PIX,Tablet,0
CLI01359,60,27,Padrão,29.90,94,37,8,1.2,Débito,Desktop,0
CLI01360,42,17,basico,19.90,26,155,8,0.8,Credito,Tablet,0
CLI01361,31,48,Padrão,29.90,20,22,2,1.8,,mobile,0
CLI01362,72,44,Premium,39.90,24,125,3,2.2,,Mobile,0
CLI01363,54,45,PREMIUM,39.90,92,129,9,4.4,PIX,TV,0
CLI01364,19,45,PREMIUM,39.90,47,81,0,0.2,PIX,Desktop,0
CLI01365,35,15,Premium,39.90,14,47,8,4.9,"Cartão de Crédito",Mobile,1
CLI01366,31,18,Básico,19.90,87,164,6,4.2,"Cartão de Crédito",Tablet,0
CLI01367,58,43,Padrão,29.90,82,120,9,1.8,PIX,Tablet,0
CLI01368,70,28,Premium,39.90,76,78,6,3.5,"Cartão de Crédito",Mobile,1
CLI01369,42,2,Básico,19.90,63,126,3,3.2,"Cartão de Crédito",Desktop,1
CLI01370,30,52,basico,19.90,63,167,5,0.9,Credito,TV,0
CLI01371,56,35,Básico,19.90,7,61,5,2.3,Débito,Tablet,1
CLI01372,30,12,Premium,39.90,20,33,0,4.8,PIX,Mobile,0
CLI01373,49,6,Padrão,29.90,46,49,3,1.3,Boleto,Desktop,0
CLI01374,19,40,Básico,19.90,81,173,0,2.6,"Cartão de Crédito",Mobile,1
CLI01375,60,14,Premium,39.90,50,152,7,2.6,Credito,Tablet,0
CLI01376,32,14,Padrão,29.90,10,167,7,3.0,Boleto,TV,0
CLI01377,45,18,PREMIUM,39.90,2,85,9,1.9,"Cartão de Crédito",Desktop,1
CLI01378,31,23,basico,19.90,8,77,8,3.9,PIX,tv,1
CLI01379,45,28,PREMIUM,39.90,91,184,0,2.3,Débito,Desktop,1
CLI01380,40,1,Básico,19.90,60,18,5,2.8,"Cartão de Crédito",TV,1
CLI01381,38,54,PREMIUM,39.90,55,160,5,0.1,,Tablet,0
CLI01382,22,3,Premium,39.90,30,144,3,0.7,Boleto,Mobile,0
CLI01383,31,56,Padrão,29.90,50,129,0,0.6,Débito,Tablet,1
CLI01384,29,33,Padrão,29.90,23,176,6,4.0,Boleto,mobile,1
CLI01385,67,60,Padrão,29.90,43,19,1,2.8,,mobile,1
CLI01386,59,35,Padrão,29.90,92,166,0,3.5,Credito,TV,0
CLI01387,21,36,Premium,39.90,72,157,4,0.7,,mobile,1
CLI01388,25,57,Premium,39.90,28,77,7,4.5,Credito,Tablet,0
CLI01389,35,26,Padrão,29.90,29,157,9,2.5,Credito,TV,1
CLI01390,23,30,PREMIUM,39.90,2,96,5,4.6,,mobile,0
CLI01391,49,35,basico,19.90,15,156,0,3.4,"Cartão de Crédito",tv,0
CLI01392,35,11,Padrão,29.90,59,77,0,1.6,Boleto,mobile,0
CLI01393,31,44,basico,19.90,20,119,0,2.4,PIX,tv,0
CLI01394,45,48,Premium,39.90,98,120,9,4.0,"Cartão de Crédito",TV,0
CLI01395,24,36,basico,19.90,71,87,6,0.6,Débito,Desktop,1
CLI01396,25,12,Premium,39.90,59,61,5,3.3,PIX,Desktop,0
CLI01397,74,28,Padrão,29.90,32,189,2,2.0,Credito,TV,0
CLI01398,20,13,Premium,39.90,27,72,3,2.5,Boleto,Desktop,1
CLI01399,23,48,Padrão,29.90,32,79,7,0.7,PIX,tv,0
CLI01400,51,27,Padrão,29.90,69,56,4,4.7,,TV,1
CLI01401,56,10,Padrão,29.90,10,116,0,2.3,"Cartão de Crédito",mobile,1
CLI01402,19,40,basico,19.90,50,32,5,4.5,"Cartão de Crédito",mobile,0
