cliente_id,idade,genero,parceiro,dependentes,acessibilidade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,avaliacao_conteudo,media_avaliacao_plataforma,formato_mais_assistido,contatos_suporte,metodo_pagamento,dispositivo_principal,churn
CLI_020687,29.0,Feminino,,0.0,0,19.0,Padrão,29.9,80,130,3.5,1.7,Séries,3.0,Cartão de Crédito,TV,0
CLI_020688,32.0,Feminino,1.0,,1,26.0,Básico,19.9,31,60,,3.0,Infantil,9.0,PIX,Desktop,0
CLI_020689,,Masculino,0.0,0.0,0,20.0,Básico,19.9,40,98,2.3,5.0,Séries,8.0,Débito,Mobile,1
CLI_020690,59.0,Masculino,1.0,0.0,0,46.0,Premium,39.9,6,21,1.6,,Filmes,0.0,Boleto,mobile,0
CLI_020691,57.0,Feminino,1.0,1.0,0,42.0,Padrão,29.9,67,56,4.2,3.5,Documentários,5.0,Boleto,tv,0
CLI_020692,46.0,Feminino,0.0,,0,31.0,Padrão,29.9,60,64,0.5,3.3,Séries,1.0,Cartão de Crédito,TV,0
CLI_020693,63.0,Feminino,0.0,0.0,0,30.0,Padrão,29.9,83,108,4.6,4.0,Filmes,3.0,Cartão de Crédito,mobile,0
CLI_020694,62.0,Feminino,0.0,0.0,0,13.0,Básico,19.9,79,86,3.0,4.9,Infantil,3.0,Cartão de Crédito,tv,0
CLI_020695,74.0,Masculino,1.0,0.0,1,14.0,Básico,19.9,26,154,0.8,2.8,Filmes,1.0,Boleto,TV,1
CLI_020696,74.0,Masculino,1.0,,0,12.0,Básico,19.9,62,171,4.2,4.2,Séries,9.0,Débito,tv,0
CLI_020697,46.0,Feminino,1.0,0.0,0,7.0,Premium,39.9,41,30,3.3,2.5,Séries,0.0,PIX,Desktop,0
CLI_020698,28.0,Masculino,1.0,0.0,0,40.0,Padrão,29.9,39,25,4.8,3.6,Séries,2.0,PIX,mobile,0
CLI_020699,40.0,Masculino,0.0,1.0,1,21.0,Básico,19.9,23,110,0.5,3.2,Filmes,8.0,PIX,Desktop,0
CLI_020700,25.0,Masculino,1.0,0.0,0,42.0,Básico,19.9,62,122,4.6,3.4,Séries,7.0,Credito,mobile,0
CLI_020701,51.0,Masculino,,0.0,1,37.0,Premium,39.9,36,112,3.4,2.7,Séries,9.0,Credito,mobile,0
CLI_020702,,Feminino,,0.0,0,50.0,Básico,19.9,52,87,3.4,3.6,Séries,3.0,PIX,Desktop,0
CLI_020703,65.0,Feminino,,0.0,0,8.0,Básico,19.9,19,187,3.4,3.3,Séries,0.0,Débito,Desktop,0
CLI_020704,76.0,Masculino,0.0,0.0,0,3.0,Básico,19.9,57,119,2.6,4.4,Filmes,0.0,Débito,Mobile,0
CLI_020705,65.0,Masculino,0.0,0.0,1,32.0,Premium,39.9,19,68,1.1,3.5,Séries,8.0,PIX,Mobile,0
CLI_020706,24.0,Masculino,0.0,0.0,0,44.0,Padrão,29.9,57,150,3.7,4.6,Séries,3.0,Débito,tv,0
CLI_020707,70.0,Masculino,0.0,0.0,1,18.0,Padrão,29.9,57,141,1.0,3.0,Esportivos,8.0,Cartão de Crédito,TV,0
CLI_020708,51.0,Feminino,1.0,0.0,0,35.0,Básico,19.9,52,123,,2.8,Séries,1.0,Débito,tv,0
CLI_020709,33.0,Feminino,1.0,0.0,1,35.0,Básico,19.9,88,176,2.3,2.5,Séries,5.0,PIX,TV,1
CLI_020710,69.0,Masculino,0.0,0.0,0,56.0,Básico,19.9,55,140,,3.6,Infantil,,Boleto,mobile,0
CLI_020711,65.0,Masculino,1.0,1.0,0,32.0,Premium,39.9,24,163,3.4,3.7,Filmes,3.0,Débito,Desktop,0
CLI_020712,65.0,Masculino,1.0,,0,54.0,Premium,39.9,95,110,2.4,2.2,Esportivos,3.0,PIX,Tablet,1
CLI_020713,39.0,Feminino,1.0,1.0,1,47.0,Básico,19.9,53,46,1.2,3.4,Séries,1.0,Boleto,Mobile,0
CLI_020714,71.0,Masculino,1.0,1.0,0,42.0,Básico,19.9,84,122,,3.5,Séries,8.0,Cartão de Crédito,Desktop,0
CLI_020715,40.0,Masculino,1.0,0.0,0,46.0,Premium,39.9,92,158,4.8,4.9,Filmes,6.0,PIX,Desktop,0
CLI_020716,58.0,Feminino,1.0,0.0,0,41.0,Básico,19.9,99,23,1.6,4.6,Séries,3.0,Cartão de Crédito,Desktop,0
CLI_020717,74.0,Feminino,,0.0,1,57.0,Básico,19.9,51,35,,3.3,Infantil,9.0,PIX,mobile,0
CLI_020718,66.0,Masculino,1.0,1.0,0,52.0,Básico,19.9,90,105,4.6,2.1,Documentários,1.0,Cartão de Crédito,TV,0
CLI_020719,47.0,Masculino,0.0,1.0,0,13.0,Padrão,29.9,50,155,,2.5,Séries,5.0,Credito,TV,0
CLI_020720,39.0,Feminino,1.0,0.0,0,18.0,Premium,39.9,26,78,4.8,1.9,Séries,3.0,PIX,mobile,0
CLI_020721,56.0,Feminino,0.0,0.0,0,57.0,Básico,19.9,45,114,1.7,4.8,Filmes,8.0,Credito,mobile,1
CLI_020722,27.0,Feminino,1.0,0.0,0,37.0,Básico,19.9,25,114,3.1,3.1,Novelas,7.0,Cartão de Crédito,tv,0
CLI_020723,72.0,Feminino,,0.0,0,4.0,Básico,19.9,75,50,,,Filmes,3.0,Credito,TV,0
CLI_020724,37.0,Feminino,,,1,3.0,Básico,19.9,94,33,1.6,3.5,Novelas,1.0,Cartão de Crédito,Tablet,1
CLI_020725,73.0,Masculino,,,0,10.0,Premium,39.9,79,91,2.7,5.0,Séries,8.0,Credito,tv,1
CLI_020726,38.0,Feminino,0.0,0.0,0,31.0,Básico,19.9,46,52,4.1,2.9,Séries,8.0,Boleto,TV,1
CLI_020727,70.0,Masculino,,1.0,0,14.0,Básico,19.9,75,144,1.5,5.0,Séries,6.0,Credito,Tablet,0
CLI_020728,51.0,Feminino,1.0,1.0,0,43.0,Padrão,29.9,36,76,2.6,3.7,Infantil,0.0,PIX,Desktop,0
CLI_020729,59.0,Feminino,0.0,1.0,0,7.0,Básico,19.9,78,70,0.4,3.5,Documentários,3.0,PIX,tv,0
CLI_020730,73.0,Masculino,1.0,1.0,0,40.0,Básico,19.9,90,28,1.0,5.0,Filmes,5.0,PIX,tv,0
CLI_020731,,Feminino,0.0,1.0,0,56.0,Básico,19.9,22,27,0.2,3.6,Filmes,3.0,Boleto,TV,0
CLI_020732,74.0,Feminino,1.0,0.0,0,9.0,Padrão,29.9,21,47,3.1,2.7,Filmes,3.0,Credito,Desktop,0
CLI_020733,44.0,Masculino,1.0,0.0,0,59.0,Básico,19.9,75,187,4.8,3.0,Séries,9.0,Credito,tv,0
CLI_020734,42.0,Feminino,,0.0,0,60.0,Premium,39.9,37,133,3.0,2.8,Infantil,0.0,Credito,mobile,0
CLI_020735,62.0,Feminino,1.0,0.0,0,4.0,Básico,19.9,31,124,1.8,3.7,Séries,1.0,Débito,Desktop,0
CLI_020736,45.0,Masculino,1.0,0.0,0,25.0,Premium,39.9,29,44,1.0,3.2,Novelas,6.0,PIX,Tablet,0
CLI_020737,26.0,Masculino,1.0,0.0,0,32.0,Básico,19.9,55,91,,2.0,Infantil,6.0,Cartão de Crédito,Mobile,0
CLI_020738,76.0,Feminino,1.0,0.0,0,,Básico,19.9,76,98,,4.4,Filmes,7.0,PIX,Desktop,0
CLI_020739,34.0,Feminino,1.0,0.0,0,39.0,Premium,39.9,59,180,3.0,1.8,Filmes,0.0,Cartão de Crédito,TV,0
CLI_020740,63.0,Masculino,1.0,0.0,0,,Padrão,29.9,57,81,4.4,2.8,Filmes,4.0,Boleto,mobile,0
CLI_020741,42.0,Feminino,0.0,0.0,0,58.0,Básico,19.9,79,92,4.3,2.1,Séries,3.0,Débito,Tablet,0
CLI_020742,45.0,Masculino,1.0,0.0,0,3.0,Padrão,29.9,50,160,5.0,5.0,Séries,4.0,Débito,tv,0
CLI_020743,50.0,Feminino,0.0,0.0,0,21.0,Básico,19.9,75,166,2.8,4.4,Séries,8.0,PIX,tv,1
CLI_020744,53.0,Masculino,0.0,0.0,1,55.0,Básico,19.9,8,123,,3.2,Séries,2.0,Credito,Desktop,1
CLI_020745,30.0,Feminino,1.0,0.0,0,18.0,Padrão,29.9,69,162,,3.5,Séries,0.0,Cartão de Crédito,TV,1
CLI_020746,58.0,Masculino,0.0,0.0,0,54.0,Padrão,29.9,68,158,3.6,2.5,Séries,6.0,PIX,TV,1
CLI_020747,46.0,Feminino,1.0,0.0,0,53.0,Básico,19.9,70,123,2.8,3.4,Séries,9.0,Débito,Desktop,1
CLI_020748,63.0,Masculino,1.0,0.0,0,6.0,Básico,19.9,56,57,2.6,1.9,Séries,4.0,Cartão de Crédito,TV,0
CLI_020749,26.0,Feminino,1.0,0.0,0,,Básico,19.9,50,181,,4.6,Esportivos,9.0,Cartão de Crédito,Desktop,0
CLI_020750,27.0,Feminino,1.0,,0,6.0,Básico,19.9,3,188,1.0,4.0,Séries,8.0,Cartão de Crédito,Tablet,0
CLI_020751,38.0,Feminino,0.0,0.0,0,12.0,Básico,19.9,82,141,4.0,4.0,Novelas,8.0,Credito,Desktop,0
CLI_020752,47.0,Masculino,1.0,0.0,0,58.0,Básico,19.9,25,19,2.8,4.4,Séries,9.0,Cartão de Crédito,TV,1
CLI_020753,46.0,Feminino,1.0,1.0,0,52.0,Padrão,29.9,63,157,3.9,0.2,Filmes,0.0,Cartão de Crédito,tv,1
CLI_020754,71.0,Feminino,1.0,0.0,0,27.0,Básico,19.9,94,67,4.9,3.6,Infantil,3.0,Cartão de Crédito,Tablet,1
CLI_020755,27.0,Feminino,1.0,0.0,1,34.0,Básico,19.9,66,86,0.4,3.3,Filmes,7.0,Débito,TV,0
CLI_020756,44.0,Masculino,1.0,,0,28.0,Premium,39.9,42,157,4.5,2.2,Filmes,7.0,Credito,Mobile,0
CLI_020757,65.0,Feminino,1.0,1.0,0,11.0,Padrão,29.9,17,154,1.1,4.1,Documentários,0.0,PIX,mobile,1
CLI_020758,62.0,Feminino,0.0,1.0,0,29.0,Básico,19.9,81,188,0.7,4.6,Séries,8.0,Cartão de Crédito,mobile,0
CLI_020759,19.0,Masculino,0.0,0.0,1,7.0,Básico,19.9,52,176,4.5,2.6,Novelas,9.0,Boleto,Mobile,0
CLI_020760,65.0,Masculino,1.0,0.0,0,45.0,Básico,19.9,91,120,3.9,1.6,Novelas,9.0,PIX,Mobile,0
CLI_020761,31.0,Feminino,1.0,0.0,0,26.0,Padrão,29.9,62,152,0.1,3.6,Documentários,8.0,Boleto,Tablet,0
CLI_020762,73.0,Masculino,1.0,0.0,0,,Básico,19.9,22,64,1.7,3.5,Infantil,9.0,Boleto,Tablet,0
CLI_020763,72.0,Feminino,1.0,0.0,0,11.0,Padrão,29.9,46,86,3.9,2.8,Séries,5.0,PIX,Desktop,0
CLI_020764,53.0,Feminino,0.0,0.0,0,40.0,Padrão,29.9,92,80,4.8,4.2,Séries,9.0,PIX,TV,0
CLI_020765,41.0,Masculino,1.0,0.0,0,12.0,Padrão,29.9,89,182,3.3,4.3,Filmes,0.0,PIX,mobile,1
CLI_020766,34.0,Masculino,1.0,0.0,0,,Básico,19.9,36,121,4.7,2.7,Infantil,3.0,PIX,mobile,1
CLI_020767,64.0,Feminino,0.0,0.0,0,60.0,Básico,19.9,96,158,1.5,2.7,Infantil,0.0,Cartão de Crédito,mobile,1
CLI_020768,72.0,Feminino,0.0,0.0,0,49.0,Básico,19.9,86,164,2.6,4.0,Séries,8.0,Débito,Desktop,0
CLI_020769,45.0,Feminino,1.0,0.0,0,49.0,Premium,39.9,13,110,2.7,2.7,Novelas,0.0,Boleto,mobile,1
CLI_020770,49.0,Masculino,1.0,0.0,0,54.0,Básico,19.9,61,114,4.3,4.2,Séries,7.0,Boleto,tv,0
CLI_020771,68.0,Masculino,1.0,0.0,0,21.0,Padrão,29.9,90,159,1.9,3.4,Infantil,4.0,PIX,Desktop,0
CLI_020772,26.0,Feminino,1.0,0.0,0,6.0,Premium,39.9,32,109,1.2,3.4,Filmes,7.0,Credito,Mobile,0
CLI_020773,53.0,Masculino,1.0,0.0,0,23.0,Premium,39.9,27,155,,1.6,Séries,5.0,Boleto,tv,0
CLI_020774,24.0,Feminino,1.0,1.0,1,27.0,Básico,19.9,89,149,0.5,5.0,Infantil,5.0,Débito,TV,0
CLI_020775,67.0,Masculino,0.0,0.0,0,55.0,Padrão,29.9,91,73,5.0,3.8,Séries,6.0,Débito,TV,1
CLI_020776,63.0,Feminino,0.0,0.0,0,5.0,Padrão,29.9,67,94,3.4,3.1,Séries,3.0,PIX,TV,1
CLI_020777,32.0,Masculino,,,0,13.0,Premium,39.9,26,125,2.6,4.5,Séries,4.0,Boleto,TV,1
CLI_020778,58.0,Feminino,1.0,0.0,0,45.0,Básico,19.9,5,72,2.0,2.6,Esportivos,1.0,Débito,Mobile,1
CLI_020779,25.0,Masculino,,0.0,0,59.0,Padrão,29.9,62,156,2.6,3.9,Séries,5.0,Débito,Desktop,1
CLI_020780,52.0,Feminino,0.0,1.0,0,53.0,Padrão,29.9,24,34,3.6,4.0,Séries,1.0,Credito,tv,0
CLI_020781,45.0,Feminino,0.0,1.0,0,8.0,Básico,19.9,45,119,2.1,,Filmes,,Cartão de Crédito,mobile,0
CLI_020782,57.0,Masculino,1.0,1.0,1,,Padrão,29.9,26,19,4.2,2.5,Séries,6.0,Cartão de Crédito,Desktop,0
CLI_020783,59.0,Feminino,1.0,0.0,0,44.0,Básico,19.9,34,34,4.6,2.1,Séries,9.0,Boleto,TV,1
CLI_020784,36.0,Feminino,,0.0,0,28.0,Básico,19.9,66,161,3.2,2.7,Séries,1.0,Débito,Desktop,0
CLI_020785,47.0,Masculino,1.0,0.0,0,17.0,Básico,19.9,26,112,2.4,5.0,Séries,6.0,Débito,Desktop,0
CLI_020786,26.0,Masculino,1.0,0.0,0,36.0,Básico,19.9,57,122,3.9,1.3,Filmes,8.0,Credito,Mobile,1
CLI_020787,68.0,Feminino,1.0,1.0,0,24.0,Básico,19.9,23,89,0.7,4.4,Filmes,1.0,Débito,TV,0
CLI_020788,30.0,Feminino,0.0,0.0,0,8.0,Premium,39.9,86,75,2.0,3.3,Filmes,2.0,Credito,tv,0
CLI_020789,21.0,Feminino,1.0,1.0,0,46.0,Básico,19.9,23,129,0.0,5.0,Séries,7.0,Boleto,tv,0
CLI_020790,36.0,Masculino,,1.0,0,58.0,Básico,19.9,27,106,5.0,4.1,Filmes,5.0,PIX,tv,0
CLI_020791,41.0,Feminino,1.0,,0,43.0,Básico,19.9,81,95,2.9,3.2,Séries,6.0,Cartão de Crédito,tv,1
CLI_020792,73.0,Feminino,0.0,0.0,0,49.0,Básico,19.9,89,80,0.5,5.0,Filmes,3.0,PIX,Tablet,0
CLI_020793,61.0,Masculino,1.0,0.0,0,51.0,Premium,39.9,1,82,0.7,3.2,Séries,4.0,Cartão de Crédito,Tablet,0
CLI_020794,29.0,Feminino,,1.0,0,,Básico,19.9,17,112,1.0,3.3,Filmes,8.0,Credito,Tablet,0
CLI_020795,20.0,Feminino,1.0,1.0,0,18.0,Padrão,29.9,45,40,,4.0,Filmes,2.0,Débito,TV,0
CLI_020796,48.0,Masculino,0.0,1.0,1,34.0,Básico,19.9,50,86,,3.9,Filmes,7.0,Cartão de Crédito,Tablet,1
CLI_020797,44.0,Feminino,0.0,1.0,0,,Padrão,29.9,29,133,1.7,4.5,Filmes,5.0,Débito,Tablet,0
CLI_020798,42.0,Masculino,1.0,1.0,0,54.0,Padrão,29.9,3,181,,2.7,Filmes,4.0,Débito,Mobile,1
CLI_020799,20.0,Masculino,1.0,1.0,0,53.0,Padrão,29.9,52,143,2.1,3.0,Séries,0.0,Credito,Desktop,0
CLI_020800,26.0,Feminino,,,0,3.0,Premium,39.9,71,24,,2.7,Séries,5.0,Cartão de Crédito,Desktop,0
CLI_020801,61.0,Feminino,1.0,0.0,0,3.0,Premium,39.9,87,61,4.2,2.6,Filmes,2.0,PIX,Mobile,1
CLI_020802,67.0,Masculino,0.0,0.0,0,16.0,Premium,39.9,46,122,4.2,3.3,Filmes,4.0,Boleto,TV,0
CLI_020803,67.0,Masculino,1.0,0.0,0,59.0,Padrão,29.9,7,115,1.3,4.0,Filmes,7.0,Débito,Tablet,0
CLI_020804,22.0,Feminino,1.0,0.0,1,9.0,Padrão,29.9,8,174,1.9,5.0,Séries,2.0,Débito,tv,1
CLI_020805,72.0,Feminino,1.0,0.0,0,17.0,Básico,19.9,58,77,1.3,4.9,Filmes,0.0,Credito,Desktop,1
CLI_020806,28.0,Masculino,1.0,0.0,0,28.0,Básico,19.9,16,154,4.4,,Séries,3.0,Boleto,tv,1
CLI_020807,70.0,Feminino,0.0,0.0,0,45.0,Básico,19.9,51,55,0.1,2.1,Séries,9.0,Boleto,mobile,1
CLI_020808,62.0,Feminino,1.0,0.0,0,29.0,Padrão,29.9,93,141,3.3,3.2,Novelas,3.0,Credito,mobile,0
CLI_020809,65.0,Masculino,1.0,1.0,0,35.0,Básico,19.9,52,13,2.1,3.8,Documentários,2.0,Credito,Desktop,1
CLI_020810,40.0,Feminino,,1.0,1,36.0,Básico,19.9,44,80,2.6,5.0,Séries,9.0,PIX,Desktop,0
CLI_020811,20.0,Masculino,1.0,,0,53.0,Padrão,29.9,14,141,3.1,3.6,Filmes,9.0,Débito,Tablet,0
CLI_020812,66.0,Masculino,1.0,0.0,0,15.0,Básico,19.9,1,60,2.0,4.5,Séries,9.0,PIX,Tablet,1
CLI_020813,30.0,Feminino,,0.0,0,33.0,Básico,19.9,58,74,3.7,3.8,Novelas,7.0,PIX,mobile,1
CLI_020814,27.0,Masculino,1.0,0.0,0,,Básico,19.9,58,144,4.6,3.7,Filmes,4.0,Boleto,Desktop,0
CLI_020815,40.0,Masculino,,0.0,0,48.0,Premium,39.9,3,101,2.8,4.5,Infantil,3.0,Boleto,Mobile,0
CLI_020816,70.0,Feminino,1.0,0.0,0,41.0,Básico,19.9,11,80,0.9,4.6,Filmes,8.0,PIX,Mobile,0
CLI_020817,46.0,Feminino,1.0,0.0,0,40.0,Básico,19.9,47,116,0.9,3.3,Séries,9.0,Boleto,Tablet,0
CLI_020818,65.0,Masculino,1.0,0.0,1,54.0,Básico,19.9,69,143,0.1,1.9,Filmes,7.0,Credito,Mobile,0
CLI_020819,62.0,Masculino,1.0,0.0,0,50.0,Básico,19.9,26,11,3.0,3.2,Séries,3.0,PIX,Mobile,0
CLI_020820,35.0,Masculino,1.0,0.0,0,,Básico,19.9,19,20,4.9,3.2,Séries,5.0,Débito,Tablet,0
CLI_020821,60.0,Masculino,0.0,0.0,0,59.0,Padrão,29.9,25,171,3.5,2.8,Filmes,3.0,Cartão de Crédito,tv,0
CLI_020822,31.0,Feminino,1.0,1.0,0,,Padrão,29.9,83,130,3.9,2.7,Filmes,7.0,Débito,TV,0
CLI_020823,71.0,Masculino,0.0,,0,55.0,Padrão,29.9,27,54,2.9,3.4,Séries,1.0,Débito,Mobile,0
CLI_020824,24.0,Feminino,1.0,0.0,0,44.0,Padrão,29.9,21,151,3.1,2.7,Filmes,5.0,Boleto,tv,0
CLI_020825,43.0,Feminino,,0.0,1,7.0,Básico,19.9,31,19,0.3,3.3,Séries,1.0,PIX,Mobile,1
CLI_020826,72.0,Feminino,,0.0,0,15.0,Premium,39.9,21,85,0.9,4.4,Filmes,1.0,Débito,Desktop,0
CLI_020827,67.0,Masculino,0.0,0.0,0,31.0,Padrão,29.9,84,188,2.7,3.4,Infantil,0.0,Boleto,Tablet,0
CLI_020828,,Feminino,1.0,1.0,0,52.0,Básico,19.9,22,26,4.4,4.5,Infantil,0.0,Credito,Tablet,0
CLI_020829,55.0,Feminino,1.0,0.0,0,60.0,Básico,19.9,44,188,2.1,4.5,Séries,5.0,Cartão de Crédito,mobile,0
CLI_020830,19.0,Feminino,0.0,1.0,0,47.0,Básico,19.9,18,140,1.3,4.0,Documentários,8.0,PIX,Tablet,1
CLI_020831,23.0,Feminino,0.0,0.0,0,21.0,Padrão,29.9,67,135,4.6,3.5,Filmes,4.0,Credito,tv,0
CLI_020832,32.0,Masculino,1.0,1.0,0,19.0,Básico,19.9,2,117,4.6,4.9,Filmes,3.0,PIX,Tablet,0
CLI_020833,73.0,Outros,0.0,0.0,0,57.0,Padrão,29.9,27,149,,3.6,Infantil,9.0,Débito,TV,0
CLI_020834,47.0,Masculino,1.0,,0,16.0,Básico,19.9,22,134,3.5,2.5,Séries,6.0,Cartão de Crédito,TV,0
CLI_020835,39.0,Masculino,1.0,0.0,0,51.0,Básico,19.9,60,177,0.2,5.0,Séries,9.0,Débito,TV,0
CLI_020836,23.0,Masculino,1.0,,0,58.0,Básico,19.9,55,64,3.6,,Séries,7.0,Débito,mobile,1
CLI_020837,59.0,Masculino,1.0,0.0,0,39.0,Premium,39.9,37,55,2.2,3.1,Séries,4.0,Boleto,TV,1
CLI_020838,55.0,Masculino,1.0,0.0,1,34.0,Básico,19.9,49,117,,3.4,Filmes,7.0,Cartão de Crédito,Desktop,0
CLI_020839,35.0,Feminino,0.0,,0,58.0,Padrão,29.9,91,70,2.2,1.8,Filmes,6.0,Cartão de Crédito,tv,0
CLI_020840,73.0,Feminino,1.0,1.0,0,8.0,Padrão,29.9,99,43,4.3,3.5,Filmes,0.0,PIX,TV,0
CLI_020841,55.0,Feminino,1.0,0.0,1,43.0,Básico,19.9,87,154,1.6,2.4,Filmes,8.0,Boleto,tv,0
CLI_020842,40.0,Feminino,0.0,0.0,0,52.0,Básico,19.9,61,151,0.5,2.8,Novelas,3.0,Credito,mobile,0
CLI_020843,22.0,Feminino,,0.0,0,6.0,Padrão,29.9,33,178,2.1,3.5,Novelas,9.0,Cartão de Crédito,mobile,0
CLI_020844,31.0,Masculino,0.0,0.0,0,12.0,Padrão,29.9,97,28,0.7,4.4,Séries,6.0,Cartão de Crédito,TV,0
CLI_020845,74.0,Masculino,0.0,0.0,0,2.0,Básico,19.9,34,166,4.1,2.9,Filmes,7.0,Boleto,Desktop,0
CLI_020846,58.0,Feminino,0.0,0.0,0,41.0,Premium,39.9,76,179,1.6,,Filmes,,Cartão de Crédito,Mobile,0
CLI_020847,60.0,Feminino,0.0,,0,41.0,Básico,19.9,13,167,0.3,,Esportivos,0.0,Cartão de Crédito,Tablet,0
CLI_020848,23.0,Masculino,,0.0,0,35.0,Básico,19.9,9,88,2.0,3.8,Documentários,2.0,PIX,Tablet,1
CLI_020849,77.0,Feminino,1.0,0.0,0,38.0,Básico,19.9,46,142,,2.0,Séries,4.0,PIX,Mobile,0
CLI_020850,48.0,Feminino,1.0,0.0,0,35.0,Padrão,29.9,75,32,4.3,2.1,Infantil,6.0,Cartão de Crédito,Desktop,0
CLI_020851,76.0,Masculino,1.0,1.0,0,,Básico,19.9,74,124,2.9,3.8,Filmes,5.0,Credito,tv,0
CLI_020852,58.0,Feminino,1.0,0.0,0,,Padrão,29.9,2,167,3.2,3.6,Documentários,5.0,Boleto,mobile,0
CLI_020853,46.0,Masculino,1.0,0.0,0,34.0,Básico,19.9,10,60,1.9,3.8,Séries,,Boleto,Mobile,0
CLI_020854,40.0,Masculino,0.0,1.0,0,48.0,Básico,19.9,43,87,0.7,,Infantil,1.0,PIX,mobile,0
CLI_020855,70.0,Masculino,0.0,0.0,0,2.0,Padrão,29.9,81,177,0.1,3.8,Séries,6.0,Débito,Mobile,1
CLI_020856,70.0,Feminino,1.0,,0,55.0,Padrão,29.9,92,142,0.4,3.2,Documentários,3.0,Cartão de Crédito,mobile,0
CLI_020857,44.0,Feminino,1.0,0.0,0,56.0,Básico,19.9,61,139,0.5,4.0,Novelas,1.0,PIX,mobile,1
CLI_020858,72.0,Feminino,,0.0,0,35.0,Padrão,29.9,71,23,3.6,3.7,Séries,6.0,Cartão de Crédito,Mobile,0
CLI_020859,40.0,Feminino,,,0,57.0,Padrão,29.9,65,104,1.9,4.3,Infantil,8.0,Débito,Mobile,0
CLI_020860,31.0,Feminino,1.0,,0,59.0,Padrão,29.9,94,26,4.0,3.9,Filmes,2.0,Cartão de Crédito,Mobile,1
CLI_020861,28.0,Masculino,1.0,0.0,0,28.0,Básico,19.9,31,82,1.6,3.0,Séries,9.0,Débito,mobile,1
CLI_020862,35.0,Masculino,1.0,0.0,0,44.0,Padrão,29.9,92,94,3.2,4.1,Filmes,4.0,Cartão de Crédito,Desktop,1
CLI_020863,59.0,Masculino,,0.0,0,51.0,Padrão,29.9,92,126,4.3,3.3,Filmes,3.0,Boleto,TV,0
CLI_020864,69.0,Feminino,0.0,1.0,0,53.0,Padrão,29.9,37,149,1.5,2.3,Filmes,1.0,PIX,tv,1
CLI_020865,43.0,Masculino,,1.0,0,32.0,Básico,19.9,78,120,4.0,2.8,Filmes,6.0,Cartão de Crédito,Tablet,0
CLI_020866,64.0,Feminino,1.0,1.0,0,48.0,Básico,19.9,93,137,,2.7,Filmes,1.0,Boleto,Mobile,1
CLI_020867,64.0,Feminino,0.0,0.0,0,50.0,Básico,19.9,59,67,4.2,2.3,Séries,8.0,Boleto,Desktop,1
CLI_020868,76.0,Masculino,0.0,1.0,0,46.0,Padrão,29.9,28,19,,4.1,Filmes,1.0,PIX,mobile,1
CLI_020869,39.0,Feminino,,1.0,0,26.0,Básico,19.9,46,17,2.2,2.1,Esportivos,4.0,PIX,Mobile,1
CLI_020870,52.0,Masculino,1.0,1.0,0,12.0,Básico,19.9,19,124,2.7,4.8,Filmes,2.0,PIX,Tablet,1
CLI_020871,25.0,Masculino,1.0,,1,52.0,Premium,39.9,1,151,1.9,3.7,Filmes,6.0,PIX,Desktop,1
CLI_020872,31.0,Feminino,1.0,1.0,0,28.0,Básico,19.9,0,76,1.5,3.4,Esportivos,8.0,Boleto,Mobile,1
CLI_020873,72.0,Masculino,1.0,,0,,Básico,19.9,34,63,3.6,2.4,Séries,4.0,Cartão de Crédito,tv,0
CLI_020874,75.0,Feminino,1.0,0.0,0,40.0,Premium,39.9,13,98,2.1,3.3,Séries,2.0,Boleto,TV,0
CLI_020875,45.0,Masculino,1.0,0.0,0,,Básico,19.9,33,97,2.8,3.2,Filmes,8.0,PIX,mobile,0
CLI_020876,47.0,Feminino,1.0,,0,45.0,Premium,39.9,60,14,,2.7,Filmes,1.0,Boleto,mobile,0
CLI_020877,74.0,Feminino,0.0,0.0,0,16.0,Básico,19.9,20,139,0.3,3.8,Filmes,3.0,Cartão de Crédito,Tablet,0
CLI_020878,70.0,Feminino,1.0,1.0,0,37.0,Básico,19.9,51,151,3.5,4.1,Esportivos,7.0,Cartão de Crédito,tv,1
CLI_020879,40.0,Masculino,0.0,1.0,0,31.0,Básico,19.9,14,36,4.5,3.8,Esportivos,6.0,PIX,tv,0
CLI_020880,43.0,Masculino,1.0,1.0,0,59.0,Premium,39.9,80,55,0.3,4.9,Esportivos,3.0,Débito,Mobile,0
CLI_020881,53.0,Masculino,1.0,0.0,0,15.0,Padrão,29.9,42,71,4.5,2.7,Esportivos,1.0,Débito,mobile,0
CLI_020882,20.0,Masculino,1.0,1.0,0,39.0,Básico,19.9,27,71,2.5,2.8,Séries,7.0,PIX,Mobile,0
CLI_020883,64.0,Masculino,0.0,0.0,0,56.0,Padrão,29.9,60,149,4.6,3.1,Filmes,5.0,Débito,tv,0
CLI_020884,55.0,Feminino,1.0,0.0,0,47.0,Básico,19.9,19,186,2.4,4.1,Séries,3.0,Débito,Tablet,0
CLI_020885,24.0,Masculino,0.0,0.0,0,26.0,Básico,19.9,49,148,1.8,,Documentários,0.0,Credito,Desktop,1
CLI_020886,,Feminino,1.0,,0,23.0,Básico,19.9,23,152,1.6,1.9,Séries,2.0,Débito,Tablet,1
